lower, upper, rate
1000, 1084, 11.600001
1084, 1168, 10.516666
1168, 1252, 9.416667
1252, 1336, 9.099999
1336, 1420, 9.316667
1420, 1504, 7.666667
1504, 1588, 7.450000
1588, 1672, 7.116666
1672, 1756, 6.800000
1756, 1840, 5.583333
1840, 1924, 5.500000
1924, 2008, 4.950000
2008, 2092, 5.150000
2092, 2176, 5.883333
2176, 2260, 5.666667
2260, 2344, 3.983333
2344, 2428, 3.916667
2428, 2512, 3.166667
2512, 2596, 3.150000
2596, 2680, 3.416667
2680, 2764, 2.800000
2764, 2848, 2.783333
2848, 2932, 2.250000
2932, 3016, 2.183333
3016, 3100, 2.833333
3100, 3184, 3.500000
3184, 3268, 3.233333
3268, 3352, 2.783333
3352, 3436, 1.333333
3436, 3520, 1.200000
3520, 3604, 1.400000
3604, 3688, 1.050000
3688, 3772, 1.533333
3772, 3856, 1.216667
3856, 3940, 0.800000
3940, 4024, 1.033333
4024, 4108, 0.800000
4108, 4192, 0.800000
4192, 4276, 0.866667
4276, 4360, 0.783333
4360, 4444, 0.733333
4444, 4528, 0.733333
4528, 4612, 0.816667
4612, 4696, 0.900000
4696, 4780, 0.850000
4780, 4864, 0.883333
4864, 4948, 0.800000
4948, 5032, 0.783333
5032, 5116, 0.800000
5116, 5200, 1.133333
5200, 5284, 1.066667
5284, 5368, 1.066667
5368, 5452, 0.866667
5452, 5536, 0.916667
5536, 5620, 0.866667
5620, 5704, 0.650000
5704, 5788, 0.666667
5788, 5872, 0.633333
5872, 5956, 0.833333
5956, 6040, 0.850000
6040, 6124, 0.700000
6124, 6208, 0.750000
6208, 6292, 0.433333
6292, 6376, 0.216667
6376, 6460, 0.300000
6460, 6544, 0.216667
6544, 6628, 0.283333
6628, 6712, 0.183333
6712, 6796, 0.233333
6796, 6880, 0.100000
6880, 6964, 0.166667
6964, 7048, 0.216667
7048, 7132, 0.166667
7132, 7216, 0.166667
7216, 7300, 0.116667
7300, 7384, 0.150000
7384, 7468, 0.166667
7468, 7552, 0.150000
7552, 7636, 0.133333
7636, 7720, 0.150000
7720, 7804, 0.150000
7804, 7888, 0.150000
7888, 7972, 0.116667
7972, 8056, 0.083333
