lower, upper, rate
1000, 1084, 11.900001
1084, 1168, 11.333333
1168, 1252, 10.166667
1252, 1336, 8.950000
1336, 1420, 8.300000
1420, 1504, 7.833333
1504, 1588, 7.783333
1588, 1672, 7.033333
1672, 1756, 5.566667
1756, 1840, 6.700000
1840, 1924, 5.633333
1924, 2008, 5.083333
2008, 2092, 5.016666
2092, 2176, 5.733334
2176, 2260, 5.683333
2260, 2344, 4.633334
2344, 2428, 3.950000
2428, 2512, 3.350000
2512, 2596, 3.733333
2596, 2680, 3.716667
2680, 2764, 3.350000
2764, 2848, 2.566667
2848, 2932, 2.700000
2932, 3016, 2.383333
3016, 3100, 1.850000
3100, 3184, 2.266667
3184, 3268, 3.333333
3268, 3352, 4.283333
3352, 3436, 2.383333
3436, 3520, 1.400000
3520, 3604, 0.983333
3604, 3688, 1.166667
3688, 3772, 0.983333
3772, 3856, 1.066667
3856, 3940, 1.016667
3940, 4024, 1.016667
4024, 4108, 0.783333
4108, 4192, 0.950000
4192, 4276, 0.716667
4276, 4360, 0.800000
4360, 4444, 1.066667
4444, 4528, 0.583333
4528, 4612, 0.783333
4612, 4696, 0.783333
4696, 4780, 0.816667
4780, 4864, 0.800000
4864, 4948, 0.816667
4948, 5032, 0.900000
5032, 5116, 0.766667
5116, 5200, 0.616667
5200, 5284, 0.683333
5284, 5368, 0.783333
5368, 5452, 0.683333
5452, 5536, 0.866667
5536, 5620, 1.183333
5620, 5704, 0.766667
5704, 5788, 1.000000
5788, 5872, 0.783333
5872, 5956, 0.816667
5956, 6040, 0.483333
6040, 6124, 0.500000
6124, 6208, 0.766667
6208, 6292, 0.933333
6292, 6376, 0.750000
6376, 6460, 0.466667
6460, 6544, 0.483333
6544, 6628, 0.250000
6628, 6712, 0.183333
6712, 6796, 0.266667
6796, 6880, 0.266667
6880, 6964, 0.216667
6964, 7048, 0.133333
7048, 7132, 0.216667
7132, 7216, 0.150000
7216, 7300, 0.116667
7300, 7384, 0.233333
7384, 7468, 0.166667
7468, 7552, 0.250000
7552, 7636, 0.233333
7636, 7720, 0.183333
7720, 7804, 0.100000
7804, 7888, 0.116667
7888, 7972, 0.216667
7972, 8056, 0.133333
