lower, upper, rate
1000, 1084, 17.000000
1084, 1168, 14.075000
1168, 1252, 10.950000
1252, 1336, 9.575001
1336, 1420, 9.425000
1420, 1504, 8.100000
1504, 1588, 7.800000
1588, 1672, 7.675000
1672, 1756, 6.675000
1756, 1840, 6.450000
1840, 1924, 5.775000
1924, 2008, 5.225000
2008, 2092, 4.275000
2092, 2176, 4.075000
2176, 2260, 3.450000
2260, 2344, 5.600000
2344, 2428, 8.175000
2428, 2512, 5.025000
2512, 2596, 3.125000
2596, 2680, 2.550000
2680, 2764, 1.650000
2764, 2848, 2.300000
2848, 2932, 1.850000
2932, 3016, 1.375000
3016, 3100, 1.525000
3100, 3184, 1.325000
3184, 3268, 1.100000
3268, 3352, 1.150000
3352, 3436, 1.750000
3436, 3520, 1.850000
3520, 3604, 1.675000
3604, 3688, 1.300000
3688, 3772, 0.475000
3772, 3856, 0.425000
3856, 3940, 0.750000
3940, 4024, 1.000000
4024, 4108, 1.175000
4108, 4192, 0.900000
4192, 4276, 0.675000
4276, 4360, 0.375000
4360, 4444, 0.375000
4444, 4528, 0.325000
4528, 4612, 0.275000
4612, 4696, 0.175000
4696, 4780, 0.525000
4780, 4864, 0.475000
4864, 4948, 0.375000
4948, 5032, 0.400000
5032, 5116, 0.500000
5116, 5200, 0.550000
5200, 5284, 0.375000
5284, 5368, 0.275000
5368, 5452, 0.425000
5452, 5536, 0.325000
5536, 5620, 0.200000
5620, 5704, 0.300000
5704, 5788, 0.600000
5788, 5872, 0.375000
5872, 5956, 0.400000
5956, 6040, 0.400000
6040, 6124, 0.325000
6124, 6208, 0.275000
6208, 6292, 0.375000
6292, 6376, 0.275000
6376, 6460, 0.250000
6460, 6544, 0.325000
6544, 6628, 0.275000
6628, 6712, 0.350000
6712, 6796, 0.200000
6796, 6880, 0.050000
6880, 6964, 0.300000
6964, 7048, 0.125000
7048, 7132, 0.125000
7132, 7216, 0.275000
7216, 7300, 0.050000
7300, 7384, 0.175000
7384, 7468, 0.250000
7468, 7552, 0.125000
7552, 7636, 0.175000
7636, 7720, 0.175000
7720, 7804, 0.150000
7804, 7888, 0.175000
7888, 7972, 0.150000
7972, 8056, 0.200000
