lower, upper, rate
1000, 1084, 9.733334
1084, 1168, 9.300000
1168, 1252, 8.249999
1252, 1336, 7.950000
1336, 1420, 6.966667
1420, 1504, 6.916667
1504, 1588, 6.616667
1588, 1672, 5.533334
1672, 1756, 5.400000
1756, 1840, 4.983333
1840, 1924, 4.333333
1924, 2008, 4.350000
2008, 2092, 3.566667
2092, 2176, 3.833333
2176, 2260, 4.166667
2260, 2344, 4.633333
2344, 2428, 3.416667
2428, 2512, 2.283333
2512, 2596, 2.716667
2596, 2680, 1.966667
2680, 2764, 2.283334
2764, 2848, 1.916667
2848, 2932, 2.033334
2932, 3016, 1.533333
3016, 3100, 1.616667
3100, 3184, 1.283333
3184, 3268, 1.866667
3268, 3352, 2.133333
3352, 3436, 1.700000
3436, 3520, 1.450000
3520, 3604, 0.916667
3604, 3688, 0.716667
3688, 3772, 0.866667
3772, 3856, 0.616667
3856, 3940, 0.950000
3940, 4024, 0.700000
4024, 4108, 0.516667
4108, 4192, 0.400000
4192, 4276, 0.600000
4276, 4360, 0.400000
4360, 4444, 0.416667
4444, 4528, 0.750000
4528, 4612, 0.433333
4612, 4696, 0.500000
4696, 4780, 0.550000
4780, 4864, 0.583333
4864, 4948, 0.650000
4948, 5032, 0.450000
5032, 5116, 0.483333
5116, 5200, 0.500000
5200, 5284, 0.450000
5284, 5368, 0.483333
5368, 5452, 0.300000
5452, 5536, 0.616667
5536, 5620, 0.466667
5620, 5704, 0.450000
5704, 5788, 0.566667
5788, 5872, 0.450000
5872, 5956, 0.433333
5956, 6040, 0.416667
6040, 6124, 0.416667
6124, 6208, 0.300000
6208, 6292, 0.366667
6292, 6376, 0.566667
6376, 6460, 0.333333
6460, 6544, 0.233333
6544, 6628, 0.133333
6628, 6712, 0.083333
6712, 6796, 0.233333
6796, 6880, 0.183333
6880, 6964, 0.133333
6964, 7048, 0.116667
7048, 7132, 0.100000
7132, 7216, 0.116667
7216, 7300, 0.083333
7300, 7384, 0.116667
7384, 7468, 0.100000
7468, 7552, 0.133333
7552, 7636, 0.133333
7636, 7720, 0.183333
7720, 7804, 0.150000
7804, 7888, 0.150000
7888, 7972, 0.183333
7972, 8056, 0.083333
