lower, upper, rate
1000, 1084, 10.400001
1084, 1168, 10.450000
1168, 1252, 9.474999
1252, 1336, 9.225000
1336, 1420, 8.050000
1420, 1504, 7.700000
1504, 1588, 6.275000
1588, 1672, 6.950000
1672, 1756, 6.000000
1756, 1840, 5.675000
1840, 1924, 5.475000
1924, 2008, 4.975000
2008, 2092, 4.800000
2092, 2176, 5.950000
2176, 2260, 5.750000
2260, 2344, 4.100000
2344, 2428, 3.625000
2428, 2512, 3.400000
2512, 2596, 3.475000
2596, 2680, 3.550000
2680, 2764, 3.150000
2764, 2848, 2.900000
2848, 2932, 2.775000
2932, 3016, 2.350000
3016, 3100, 2.375000
3100, 3184, 3.475000
3184, 3268, 4.200000
3268, 3352, 3.400000
3352, 3436, 1.925000
3436, 3520, 1.150000
3520, 3604, 1.325000
3604, 3688, 0.975000
3688, 3772, 1.550000
3772, 3856, 0.975000
3856, 3940, 1.050000
3940, 4024, 1.050000
4024, 4108, 0.825000
4108, 4192, 1.150000
4192, 4276, 1.100000
4276, 4360, 0.725000
4360, 4444, 0.850000
4444, 4528, 0.875000
4528, 4612, 1.150000
4612, 4696, 1.000000
4696, 4780, 0.825000
4780, 4864, 1.200000
4864, 4948, 1.000000
4948, 5032, 0.950000
5032, 5116, 1.200000
5116, 5200, 0.875000
5200, 5284, 0.975000
5284, 5368, 1.175000
5368, 5452, 0.975000
5452, 5536, 1.450000
5536, 5620, 1.125000
5620, 5704, 1.100000
5704, 5788, 0.850000
5788, 5872, 0.750000
5872, 5956, 0.875000
5956, 6040, 0.800000
6040, 6124, 0.875000
6124, 6208, 0.950000
6208, 6292, 0.650000
6292, 6376, 0.475000
6376, 6460, 0.500000
6460, 6544, 0.225000
6544, 6628, 0.275000
6628, 6712, 0.300000
6712, 6796, 0.250000
6796, 6880, 0.175000
6880, 6964, 0.325000
6964, 7048, 0.125000
7048, 7132, 0.150000
7132, 7216, 0.150000
7216, 7300, 0.125000
7300, 7384, 0.150000
7384, 7468, 0.150000
7468, 7552, 0.175000
7552, 7636, 0.150000
7636, 7720, 0.200000
7720, 7804, 0.150000
7804, 7888, 0.150000
7888, 7972, 0.125000
7972, 8056, 0.150000
