lower, upper, rate
1000, 1084, 15.916668
1084, 1168, 14.133332
1168, 1252, 13.050000
1252, 1336, 11.100001
1336, 1420, 10.316667
1420, 1504, 9.700000
1504, 1588, 9.849999
1588, 1672, 8.533334
1672, 1756, 8.683333
1756, 1840, 8.016666
1840, 1924, 7.950000
1924, 2008, 6.949999
2008, 2092, 6.350000
2092, 2176, 6.700000
2176, 2260, 7.616667
2260, 2344, 6.066667
2344, 2428, 4.716666
2428, 2512, 4.633333
2512, 2596, 4.900000
2596, 2680, 5.066667
2680, 2764, 4.966666
2764, 2848, 4.050000
2848, 2932, 3.433333
2932, 3016, 3.300000
3016, 3100, 3.383333
3100, 3184, 3.883333
3184, 3268, 5.666667
3268, 3352, 6.016666
3352, 3436, 3.716667
3436, 3520, 2.450000
3520, 3604, 1.683333
3604, 3688, 1.516667
3688, 3772, 2.016667
3772, 3856, 1.416667
3856, 3940, 1.533333
3940, 4024, 1.650000
4024, 4108, 1.350000
4108, 4192, 1.233333
4192, 4276, 1.216667
4276, 4360, 1.250000
4360, 4444, 1.333333
4444, 4528, 1.233333
4528, 4612, 1.400000
4612, 4696, 1.166667
4696, 4780, 1.116667
4780, 4864, 1.233333
4864, 4948, 1.500000
4948, 5032, 1.366667
5032, 5116, 1.283333
5116, 5200, 1.233333
5200, 5284, 1.416667
5284, 5368, 1.266667
5368, 5452, 1.200000
5452, 5536, 1.816667
5536, 5620, 1.900000
5620, 5704, 1.866667
5704, 5788, 1.500000
5788, 5872, 1.116667
5872, 5956, 1.216667
5956, 6040, 1.166667
6040, 6124, 0.966667
6124, 6208, 1.500000
6208, 6292, 1.766667
6292, 6376, 1.533333
6376, 6460, 0.833333
6460, 6544, 0.583333
6544, 6628, 0.250000
6628, 6712, 0.233333
6712, 6796, 0.216667
6796, 6880, 0.300000
6880, 6964, 0.250000
6964, 7048, 0.200000
7048, 7132, 0.316667
7132, 7216, 0.333333
7216, 7300, 0.216667
7300, 7384, 0.233333
7384, 7468, 0.100000
7468, 7552, 0.350000
7552, 7636, 0.233333
7636, 7720, 0.366667
7720, 7804, 0.166667
7804, 7888, 0.350000
7888, 7972, 0.183333
7972, 8056, 0.150000
