lower, upper, rate
1000, 1084, 20.750000
1084, 1168, 19.316668
1168, 1252, 16.566666
1252, 1336, 15.116666
1336, 1420, 14.450000
1420, 1504, 13.650001
1504, 1588, 12.266666
1588, 1672, 12.099999
1672, 1756, 11.050000
1756, 1840, 10.133333
1840, 1924, 9.650001
1924, 2008, 9.466666
2008, 2092, 8.599999
2092, 2176, 7.483333
2176, 2260, 8.316667
2260, 2344, 9.200000
2344, 2428, 9.633333
2428, 2512, 6.950000
2512, 2596, 4.750000
2596, 2680, 5.316667
2680, 2764, 5.733334
2764, 2848, 5.500000
2848, 2932, 5.416667
2932, 3016, 4.316667
3016, 3100, 4.550000
3100, 3184, 3.383333
3184, 3268, 3.633333
3268, 3352, 3.183333
3352, 3436, 4.150000
3436, 3520, 5.699999
3520, 3604, 5.533333
3604, 3688, 3.566667
3688, 3772, 1.816667
3772, 3856, 1.650000
3856, 3940, 1.516667
3940, 4024, 1.850000
4024, 4108, 1.883333
4108, 4192, 1.866667
4192, 4276, 1.466667
4276, 4360, 1.350000
4360, 4444, 1.483333
4444, 4528, 1.366667
4528, 4612, 1.300000
4612, 4696, 1.300000
4696, 4780, 1.233333
4780, 4864, 1.200000
4864, 4948, 1.316667
4948, 5032, 1.150000
5032, 5116, 1.616667
5116, 5200, 1.450000
5200, 5284, 1.566667
5284, 5368, 1.666667
5368, 5452, 1.600000
5452, 5536, 1.383333
5536, 5620, 1.433333
5620, 5704, 1.250000
5704, 5788, 1.333333
5788, 5872, 1.700000
5872, 5956, 1.866667
5956, 6040, 2.016667
6040, 6124, 1.600000
6124, 6208, 1.533333
6208, 6292, 1.316667
6292, 6376, 1.266667
6376, 6460, 0.916667
6460, 6544, 0.933333
6544, 6628, 1.216667
6628, 6712, 1.550000
6712, 6796, 1.683333
6796, 6880, 1.383333
6880, 6964, 0.800000
6964, 7048, 0.716667
7048, 7132, 0.433333
7132, 7216, 0.416667
7216, 7300, 0.366667
7300, 7384, 0.483333
7384, 7468, 0.416667
7468, 7552, 0.433333
7552, 7636, 0.383333
7636, 7720, 0.233333
7720, 7804, 0.483333
7804, 7888, 0.383333
7888, 7972, 0.283333
7972, 8056, 0.383333
