lower, upper, rate
1000, 1084, 8.525000
1084, 1168, 8.275000
1168, 1252, 7.550000
1252, 1336, 6.875000
1336, 1420, 6.275000
1420, 1504, 5.525000
1504, 1588, 5.250000
1588, 1672, 5.375000
1672, 1756, 4.725000
1756, 1840, 3.900000
1840, 1924, 4.225000
1924, 2008, 5.225000
2008, 2092, 5.175000
2092, 2176, 3.550000
2176, 2260, 3.125000
2260, 2344, 2.200000
2344, 2428, 2.675000
2428, 2512, 2.250000
2512, 2596, 2.250000
2596, 2680, 1.425000
2680, 2764, 1.525000
2764, 2848, 1.075000
2848, 2932, 2.175000
2932, 3016, 1.900000
3016, 3100, 2.425000
3100, 3184, 1.850000
3184, 3268, 0.900000
3268, 3352, 0.925000
3352, 3436, 0.975000
3436, 3520, 0.875000
3520, 3604, 0.850000
3604, 3688, 0.800000
3688, 3772, 0.550000
3772, 3856, 0.600000
3856, 3940, 0.600000
3940, 4024, 0.500000
4024, 4108, 0.575000
4108, 4192, 0.450000
4192, 4276, 0.375000
4276, 4360, 0.500000
4360, 4444, 0.475000
4444, 4528, 0.575000
4528, 4612, 0.550000
4612, 4696, 0.525000
4696, 4780, 0.450000
4780, 4864, 0.525000
4864, 4948, 0.625000
4948, 5032, 0.500000
5032, 5116, 0.575000
5116, 5200, 0.425000
5200, 5284, 0.625000
5284, 5368, 0.500000
5368, 5452, 0.575000
5452, 5536, 0.400000
5536, 5620, 0.550000
5620, 5704, 0.475000
5704, 5788, 0.525000
5788, 5872, 0.525000
5872, 5956, 0.525000
5956, 6040, 0.250000
6040, 6124, 0.225000
6124, 6208, 0.200000
6208, 6292, 0.200000
6292, 6376, 0.325000
6376, 6460, 0.050000
6460, 6544, 0.300000
6544, 6628, 0.275000
6628, 6712, 0.125000
6712, 6796, 0.125000
6796, 6880, 0.050000
6880, 6964, 0.175000
6964, 7048, 0.125000
7048, 7132, 0.125000
7132, 7216, 0.225000
7216, 7300, 0.075000
7300, 7384, 0.150000
7384, 7468, 0.175000
7468, 7552, 0.200000
7552, 7636, 0.150000
7636, 7720, 0.150000
7720, 7804, 0.100000
7804, 7888, 0.075000
7888, 7972, 0.050000
7972, 8056, 0.075000
