trigger code,timestamp,CH00,CH01
00000002,99F2,54A7,8A76
00000002,F4A8,5451,8981
00000002,8AE1,5465,F922
00000002,FC8F,54C2,D1C5
00000002,B983,54AF,9085
00000002,61F9,5483,8662
00000002,00B2,54B1,A3DB
00000002,3F48,54BE,87E4
00000002,3982,54A9,8901
00000002,B4DB,5490,8A63
00000002,1438,54A3,89C7
00000002,0DCA,54B6,8B26
00000002,97AB,54D3,86FF
00000002,DA44,54D1,85D0
00000002,9081,54C9,CD1C
00000002,4BCB,5492,8AE2
00000002,6D0D,54B8,8982
00000002,1268,54CF,9314
00000002,6474,54B6,EB93
00000002,F3F0,54A1,8699
00000002,D93D,54C6,8B5B
00000002,EA75,5494,C51B
00000002,D99C,549F,8919
00000002,70E5,5490,87AF
00000002,3E00,54AB,876A
00000002,BB67,54B4,883D
00000002,6AE6,54BD,E3DB
00000002,89BA,54B0,85C2
00000002,9558,549E,89FF
00000002,B501,54D5,8950
00000002,E70C,54D9,8C6D
00000002,8B24,54ED,BAE2
00000002,0B0A,54C6,8D71
00000002,C25E,54C3,87AE
00000002,2C89,54D0,9905
00000002,E734,54BF,8865
00000002,9510,54A4,A8C4
00000002,22A1,54BF,89A6
00000002,6CC1,54B4,88E9
00000002,5C65,54B4,85C3
00000002,EDD9,54AF,85EB
00000002,4295,54B6,88BC
00000002,4C77,54BD,8A66
00000002,E9EE,54CA,86C7
00000002,FF03,54BD,86A3
00000002,F8A7,54A6,8BDD
00000002,510D,54C9,96FE
00000002,DD11,54C1,86CF
00000002,CB43,54D7,8697
00000002,7636,54B2,88E6
00000002,2F63,54A8,86E7
00000002,EF46,54B4,895B
00000002,3D8F,54AC,B0ED
00000002,28AD,54C3,8809
00000002,1114,549D,8856
00000002,2F15,54B8,E1F6
00000002,0390,54F1,8A98
00000002,9B2D,54B7,8B8F
00000002,E828,549E,86B2
00000002,2D74,54B6,0582
00000002,BCC5,54B9,86E6
00000002,F8F5,54B7,88B3
00000002,8968,54CA,8791
00000002,07DD,54B3,8BFC
00000002,8325,54BC,892E
00000002,BA50,5496,C7D7
00000002,DD57,54B9,0171
00000002,1860,547C,D6E8
00000002,FE00,54AF,89C2
00000002,15DC,54B5,DD0F
00000002,AFDA,54BF,C360
00000002,98FC,54C0,8ACD
00000002,FAB8,548C,F2F4
00000002,0719,54BF,8697
00000002,6883,54A9,8652
00000002,EBD9,5491,19EE
00000002,E16E,54C4,885C
00000002,892D,5488,BB45
00000002,73D5,54C0,D514
00000002,7683,54C1,89A7
00000002,E5CF,54D2,8B94
00000002,98F9,54B7,886F
00000002,65E5,54B8,87AE
00000002,F22E,54B8,8647
00000002,F53D,549B,9223
00000002,3166,5444,89BB
00000002,4384,54A8,895E
00000002,DA5E,54B9,AA95
00000002,14CC,54A9,861D
00000002,DE25,54BA,86EB
00000002,0EC3,54AE,8843
00000002,0186,54AD,8807
00000002,3748,54A2,85E6
00000002,7531,5479,8ADE
00000002,6C14,5491,8EE4
00000002,31A0,54BF,863E
00000002,94FD,54B7,8B5B
00000002,7082,548D,8E1F
00000002,A6FD,54AE,8A0D
00000002,C511,54B5,86B2
00000002,AA70,54C5,B384
00000002,6850,549D,87F7
00000002,00FB,5493,8591
00000002,4B31,54B4,859E
00000002,7DF6,5461,8F00
00000002,1CC9,549F,8BBA
00000002,546B,54D9,8C2B
00000002,694F,54D3,90E9
00000002,DF86,54AA,A3EF
00000002,648D,5494,860D
00000002,5AB4,5499,924C
00000002,9EB0,54BA,88FA
00000002,D6BD,54CB,C884
00000002,F9BD,54BB,864E
00000002,7804,54B5,8838
00000002,C701,54C7,88DA
00000002,19F4,54BE,F3DD
00000002,F429,54A9,881C
00000002,8344,54C9,87C5
00000002,3492,54A6,8807
00000002,E7AC,54BE,87EA
00000002,DBEF,54AD,89C4
00000002,B500,54B5,BA93
00000002,1B37,54AA,C4B7
00000002,C9AC,5456,8A90
00000002,173E,54A8,8769
00000002,4296,54AA,DF33
00000002,07AA,5485,DA40
00000002,D639,549E,8897
00000002,8AF9,54A2,D529
00000002,84EA,5495,85B3
00000002,7448,54A7,86F7
00000002,9263,54A5,89CB
00000002,E20D,54C1,8979
00000002,6747,549F,92F7
00000002,A80E,54A4,894E
00000002,3ACA,54A9,AEFE
00000002,7BB8,54B1,8583
00000002,D783,54A1,8643
00000002,BBE2,54A6,85E6
00000002,8274,54B5,89AF
00000002,66BE,54C0,8B37
00000002,75D6,54A1,8986
00000002,902F,54B9,8CFF
00000002,CB73,54C8,8760
00000002,BFC1,549B,85E9
00000002,05D2,541A,E096
00000002,8610,54A2,F226
00000002,FB3B,548A,8772
00000002,4D31,54AC,86CD
00000002,492D,54C2,A429
00000002,FCB4,549A,88E4
00000002,AC87,54A9,0E2D
00000002,D067,54B3,C56D
00000002,A19F,549D,87E8
00000002,9125,54C2,8B93
00000002,7F35,54BA,8AB9
00000002,97B2,54B6,89DD
00000002,AFD0,548F,0F25
00000002,3EA2,54CB,8804
00000002,6873,54BC,BA15
00000002,2BCE,54C3,883A
00000002,3008,54CA,8A5E
00000002,5084,547E,E9A7
00000002,DF2C,54C2,9E82
00000002,66CE,54BD,A95F
00000002,4D70,54BF,8B42
00000002,D115,549C,A08F
00000002,36CC,5478,D4EB
00000002,06A4,548B,A5B5
00000002,FEFF,54AD,EB14
00000002,AAF2,54DE,8742
00000002,860C,54B0,991F
00000002,F918,54AF,858A
00000002,A089,54C5,871D
00000002,BEE8,54BF,87CF
00000002,7D80,54A2,8777
00000002,59D4,54AA,8C13
00000002,E780,549D,E714
00000002,378A,5493,87DB
00000002,7F57,54AB,8BD8
00000002,0F95,54A6,8B1C
00000002,1033,54B8,87CC
00000002,0B85,549D,878C
00000002,8346,547A,88CB
00000002,FCEF,54A2,87DE
00000002,EED4,54C3,986B
00000002,2302,54A1,8AE0
00000002,CAD6,54D0,877E
00000002,5AA3,54B3,898A
00000002,72D9,549D,89B2
00000002,02EC,5497,8887
00000002,7C6A,54AE,8B80
00000002,3E1E,549D,8BFF
00000002,34F6,54B4,85C2
00000002,2849,549A,8780
00000002,1F42,54F6,8827
00000002,29A1,5498,B89E
00000002,BECA,54AC,85BE
00000002,922C,54A7,87F7
00000002,997D,54B0,E849
00000002,5CBE,548E,8BD1
00000002,8327,5498,8AB7
00000002,63F7,5467,8732
00000002,2336,541A,D033
00000002,F63E,5432,887F
00000002,3770,548D,85C1
00000002,0C56,54C5,88F6
00000002,50B6,54B0,04BF
00000002,DD1B,5496,8B54
00000002,3745,5478,CF86
00000002,EEF2,5487,8CB5
00000002,AF69,54D5,9692
00000002,7B7E,54C9,9C60
00000002,4818,54B5,88F6
00000002,554C,549B,F09F
00000002,18EF,54D8,8593
00000002,EB0B,54D1,CCD0
00000002,516F,54A8,C9C8
00000002,B855,54AC,8729
00000002,4E97,54A0,6CB5
00000002,C4F1,5498,9404
00000002,304E,54D5,87B7
00000002,5C46,546A,8C5A
00000002,069E,54BD,8956
00000002,F292,54A4,88C7
00000002,C18E,5490,E928
00000002,F4C7,54A6,86A2
00000002,2EBF,5497,87E6
00000002,A9F4,54C9,93AA
00000002,87E6,54BC,89E4
00000002,A358,54B8,A710
00000002,403A,54AA,DC44
00000002,F47F,54B0,87D8
00000002,A5AC,54B2,85A3
00000002,A40E,54C0,970E
00000002,1E06,54C6,89E7
00000002,670B,54AA,8A1D
00000002,6AF1,54B8,8784
00000002,ECDE,54AC,A15E
00000002,8BF7,54C6,8FE8
00000002,459F,54B3,8B77
00000002,5EA4,54AA,16D5
00000002,401D,54C1,8D17
00000002,BF95,54A0,88E1
00000002,EED2,547B,869C
00000002,3757,54D1,8B15
00000002,7FAA,5494,D75D
00000002,72BB,54A6,8B9F
00000002,2B4E,547E,87F0
00000002,BE76,549C,D75E
00000002,A37F,54A5,8BB6
00000002,8BAF,54C3,8858
00000002,5F88,54B2,8775
00000002,8282,54E3,9CAC
00000002,4393,54C8,88F5
00000002,2660,54A1,87D2
00000002,922E,54B0,8715
00000002,079C,54A6,9783
00000002,7470,54AD,89D0
00000002,284A,547B,9356
00000002,1BEF,54AB,C591
00000002,0C1C,54DF,85D8
00000002,18E4,54BA,889B
00000002,28DA,54D1,891B
00000002,DAF4,54C0,864C
00000002,3B73,54C5,89F2
00000002,4066,549A,8614
00000002,87FD,5491,8F29
00000002,4513,54DB,8676
00000002,B040,54AF,A299
00000002,442B,54BA,8E28
00000002,2E34,54B6,889C
00000002,1FBA,5451,2863
00000002,45D7,54B9,8A5F
00000002,5666,54A7,8957
00000002,874E,54A9,D2B5
00000002,E135,54AF,EC4F
00000002,2AE0,54FB,879F
00000002,92FD,54C0,9B89
00000002,F89B,54AD,89C8
00000002,ED21,548B,8C5C
00000002,0CF0,54B5,D1DA
00000002,DC9A,54B1,D238
00000002,DCC3,54BD,86BC
00000002,F828,54B4,883B
00000002,B600,54C3,85A5
00000002,6C15,54A6,C807
00000002,BC8A,54C2,86E0
00000002,892A,5477,8B4D
00000002,A4DD,54B1,86D3
00000002,C509,54C0,89F5
00000002,1A6C,54D0,86F2
00000002,496F,54AA,8976
00000002,78BC,54C0,8B38
00000002,3F62,54B2,90FF
00000002,6B45,54B1,8BCF
00000002,7E9D,549D,85FE
00000002,CE32,54A4,8BEB
00000002,F0A2,54B2,8620
00000002,38E2,54C6,8A18
00000002,C0E3,54B0,89D8
00000002,D576,54C5,8940
00000002,2F9B,54D8,8A17
00000002,BE92,54BA,8CBA
00000002,EFA5,5490,8B87
00000002,D3A3,54B8,874D
00000002,87F8,54CA,BCD1
00000002,A53E,54B6,B609
00000002,FB41,548E,CD00
00000002,8FB4,54B7,8905
00000002,E89E,54C8,87FC
00000002,103D,54BA,9123
00000002,EDDB,54C6,CE65
00000002,DD78,54F9,8C48
00000002,2025,54A0,F8DD
00000002,9AB0,54CE,876E
00000002,672B,548D,8654
00000002,757E,54E1,88AF
00000002,B892,54C4,859C
00000002,6047,54E5,F7DB
00000002,D584,54D7,8949
00000002,D4BF,54C0,865E
00000002,057D,54BE,8B69
00000002,A569,54B8,87D9
00000002,012B,54BD,8B78
00000002,6C79,54C4,8BAE
00000002,3D5C,54DE,873B
00000002,B237,54D0,A265
00000002,403A,54A2,8AC5
00000002,E1DD,54B1,8AC7
00000002,4735,54CB,B029
00000002,A376,54CD,A654
00000002,AE4E,54E6,8AE3
00000002,8870,54C4,8BAD
00000002,FAAD,54B8,8ACD
00000002,28B3,54D2,8612
00000002,2861,54AA,B902
00000002,1180,54C8,860D
00000002,C0A4,54BF,8925
00000002,5E6C,54D6,890B
00000002,7717,54BA,EC9E
00000002,2F83,54CA,86F5
00000002,6DF3,54B6,8BD2
00000002,9ADA,54B5,EBED
00000002,7351,54B9,E80D
00000002,522C,54B4,CFEB
00000002,F964,54BB,88C7
00000002,3BC0,54B6,8C3D
00000002,07EA,54D9,F8B1
00000002,BBB7,54A9,99B2
00000002,CCC7,54B2,8A0D
00000002,F517,54B7,8B65
00000002,F70B,549A,9D86
00000002,4CCC,54B2,886B
00000002,6AB4,54C8,8B15
00000002,063D,54AF,8B9D
00000002,FD58,54BC,889B
00000002,AFFD,54D6,87F6
00000002,7661,54BE,87AE
00000002,0E5D,54A7,874C
00000002,7B2E,54BB,8B8C
00000002,1D59,54D1,87C9
00000002,C2DD,5477,C0BA
00000002,F8C8,54C9,8936
00000002,56A5,54CB,EE73
00000002,2FE5,54BA,06EB
00000002,C2FD,54AF,8650
00000002,7BD5,54AC,8614
00000002,063B,54AA,895A
00000002,46C0,54C1,913B
00000002,BF68,54D5,867F
00000002,222C,54AE,8C23
00000002,4DBD,54C2,F72A
00000002,01AD,54D8,A002
00000002,C4DA,54E3,B2E6
00000002,DF92,54E6,875A
00000002,7140,54D5,8670
