trigger code,timestamp,CH00,CH01
00000002,1337,5250,CE15
00000002,1337,51E4,8CB2
00000002,1337,50DB,AE64
00000002,1337,50F6,83E1
00000002,1337,5132,FE7C
00000002,1337,4C42,80E9
00000002,1337,50CE,FA2E
00000002,1337,4EB7,B0D4
00000002,1337,5263,86CD
00000002,1337,5111,85A4
00000002,1337,51F4,8569
00000002,1337,5028,850E
00000002,1337,5044,8448
00000002,1337,4DB7,ACAB
00000002,1337,50AE,FC2A
00000002,1337,5119,575C
00000002,1337,4B7B,80D7
00000002,1337,51AC,83D7
00000002,1337,517C,C831
00000002,1337,51CF,84CA
00000002,1337,5198,549C
00000002,1337,5154,DA15
00000002,1337,5015,94AB
00000002,1337,5093,83C7
00000002,1337,514D,8613
00000002,1337,51C7,E097
00000002,1337,4FB5,847B
00000002,1337,5073,8822
00000002,1337,513D,CE3C
00000002,1337,5201,F128
00000002,1337,50DF,84CA
00000002,1337,5188,8B82
00000002,1337,4E00,8432
00000002,1337,524E,8518
00000002,1337,5102,837F
00000002,1337,51D7,DCC7
00000002,1337,50B1,844D
00000002,1337,50E2,844B
00000002,1337,5209,895C
00000002,1337,4E21,820B
00000002,1337,5225,8864
00000002,1337,51DC,857C
00000002,1337,515D,83F8
00000002,1337,514D,BDC9
00000002,1337,4EA3,D2C6
00000002,1337,5181,84B3
00000002,1337,50F2,8671
00000002,1337,519C,A3A8
00000002,1337,51CA,87BE
00000002,1337,50CD,84B7
00000002,1337,519A,1D0A
00000002,1337,517A,84B5
00000002,1337,4E55,AEA3
00000002,1337,51C6,BD57
00000002,1337,510B,8910
00000002,1337,521F,F45A
00000002,1337,525F,BDA8
00000002,1337,4F16,88C8
00000002,1337,4F96,83EE
00000002,1337,5155,8657
00000002,1337,5148,88CF
00000002,1337,5144,8F97
00000002,1337,514B,BAA3
00000002,1337,50E2,880E
00000002,1337,50F1,859B
00000002,1337,5159,8549
00000002,1337,514C,E7C4
00000002,1337,508E,ADAD
00000002,1337,52A2,85A0
00000002,1337,5074,83AA
00000002,1337,4DF8,E968
00000002,1337,50B2,8E67
00000002,1337,517D,83F4
00000002,1337,50FD,8419
00000002,1337,508B,13AD
00000002,1337,517C,0AB3
00000002,1337,4FFD,65D7
00000002,1337,5131,A4F9
00000002,1337,5178,8662
00000002,1337,4F57,857C
00000002,1337,5130,82EA
00000002,1337,504B,8568
00000002,1337,5195,920D
00000002,1337,4F2D,AB08
00000002,1337,4D88,D2B7
00000002,1337,50B6,85D0
00000002,1337,5146,8446
00000002,1337,5155,8932
00000002,1337,5226,845B
00000002,1337,510A,F3C5
00000002,1337,4CAD,80B8
00000002,1337,4D52,827C
00000002,1337,50FF,BF3B
00000002,1337,51BE,8757
00000002,1337,50E5,F084
00000002,1337,50D8,E372
00000002,1337,51A8,8651
00000002,1337,4DAE,FF2D
00000002,1337,514E,86DE
00000002,1337,50E6,84A3
00000002,1337,5123,8677
00000002,1337,5213,DE07
00000002,1337,5081,8625
00000002,1337,51CA,8816
00000002,1337,516D,8731
00000002,1337,50AC,8592
00000002,1337,4DDB,8526
00000002,1337,512D,86BB
00000002,1337,4FD5,C104
00000002,1337,5106,87C8
00000002,1337,50C2,8AFD
00000002,1337,515E,88DD
00000002,1337,4B75,AC1A
00000002,1337,50C0,825F
00000002,1337,4F28,814B
00000002,1337,51A4,E70E
00000002,1337,51D2,88B9
00000002,1337,519F,9FAB
00000002,1337,51D3,872A
00000002,1337,50C3,8866
00000002,1337,521F,8B47
00000002,1337,5020,82EC
00000002,1337,50D1,871B
00000002,1337,5117,869B
00000002,1337,5195,97B9
00000002,1337,51F8,8821
00000002,1337,50BB,8643
00000002,1337,51A0,8533
00000002,1337,5138,841E
00000002,1337,50FA,8472
00000002,1337,515F,99FA
00000002,1337,5164,853C
00000002,1337,4E07,DF01
00000002,1337,50EE,84DE
00000002,1337,512E,8578
00000002,1337,5165,8F6F
00000002,1337,5199,D622
00000002,1337,4FBE,8799
00000002,1337,4CBF,8088
00000002,1337,5068,C10E
00000002,1337,5174,8D38
00000002,1337,5100,83DE
00000002,1337,50E2,8699
00000002,1337,5129,B541
00000002,1337,4FCA,8437
00000002,1337,50E6,A1FB
00000002,1337,522E,8556
00000002,1337,5088,8305
00000002,1337,4C27,80BC
00000002,1337,5163,838D
00000002,1337,4C8D,82B6
00000002,1337,511F,861E
00000002,1337,51B2,8E0F
00000002,1337,5161,D492
00000002,1337,518D,FED7
00000002,1337,519A,014A
00000002,1337,50C6,8A63
00000002,1337,5144,8621
00000002,1337,516F,D7C0
00000002,1337,4CE7,7FB4
00000002,1337,5024,E77A
00000002,1337,51EE,87B1
00000002,1337,5158,8636
00000002,1337,5141,FEEF
00000002,1337,516F,C2BD
00000002,1337,50CF,86D1
00000002,1337,51B9,8699
00000002,1337,518C,8880
00000002,1337,509D,D8C2
00000002,1337,4FE0,8751
00000002,1337,4B53,97D7
00000002,1337,510F,8287
00000002,1337,51C5,85C9
00000002,1337,508B,A203
00000002,1337,51AE,877D
00000002,1337,5174,ED49
00000002,1337,5028,8568
00000002,1337,50FB,8454
00000002,1337,5104,8885
00000002,1337,51E0,B0F5
00000002,1337,5223,87B4
00000002,1337,50A9,83A7
00000002,1337,521B,89EA
00000002,1337,513B,8616
00000002,1337,50BE,8711
00000002,1337,51AA,8776
00000002,1337,5075,8233
00000002,1337,50F0,8844
00000002,1337,50D2,8416
00000002,1337,50C3,DBD2
00000002,1337,510F,843B
00000002,1337,50CA,8656
00000002,1337,50D1,CA41
00000002,1337,4CD6,22AC
00000002,1337,519B,8460
00000002,1337,514A,85D6
00000002,1337,5126,8631
00000002,1337,5096,859A
00000002,1337,51E4,896C
00000002,1337,5193,D077
00000002,1337,4C8C,81B5
00000002,1337,4DBD,83EB
00000002,1337,5129,842D
00000002,1337,50FC,86EA
00000002,1337,504C,8525
00000002,1337,520B,891A
00000002,1337,517B,85EC
00000002,1337,519A,9597
00000002,1337,4FE0,8290
00000002,1337,5217,8715
00000002,1337,521E,858D
00000002,1337,4FD5,82AB
00000002,1337,50A3,82C9
00000002,1337,50D8,9BE6
00000002,1337,50E2,FA62
00000002,1337,516A,88F5
00000002,1337,50AF,D933
00000002,1337,51DC,968B
00000002,1337,510B,0E73
00000002,1337,5256,50F4
00000002,1337,50FB,8386
00000002,1337,52D6,1163
00000002,1337,520A,87E3
00000002,1337,51D3,ABEB
00000002,1337,51FA,83C1
00000002,1337,5178,8421
00000002,1337,5114,82EA
00000002,1337,51BD,8474
00000002,1337,5137,8CB6
00000002,1337,50B3,8307
00000002,1337,50E4,8309
00000002,1337,5126,92A6
00000002,1337,510F,C5D3
00000002,1337,5144,84C7
00000002,1337,5116,8745
00000002,1337,51BC,89CC
00000002,1337,509A,87EC
00000002,1337,51A9,8480
00000002,1337,5137,850A
00000002,1337,4D87,EF5E
00000002,1337,51B0,C584
00000002,1337,510D,1CE3
00000002,1337,51CB,8522
00000002,1337,5196,850A
00000002,1337,51AE,0CD1
00000002,1337,512F,963E
00000002,1337,5103,87AA
00000002,1337,4CF0,83BF
00000002,1337,5101,B802
00000002,1337,50A2,82F1
00000002,1337,5024,848F
