trigger_code,timestamp,en_CH0,en_CH1,en_CH2,en_CH3,en_CH4,en_CH5,en_CH6,en_CH7,en_CH8,en_CH9,en_CH10,en_CH11,en_CH12,en_CH13,en_CH14,en_CH15,en_CH16,en_CH17,en_CH18,en_CH19,en_CH20,en_CH21,en_CH22,en_CH23,en_CH24,en_CH25,en_CH26,en_CH27,en_CH28,en_CH29,en_CH30,en_CH31
00800000,D046,3063,2C07,2E0A,2889,2B9B,30EE,2A35,328B,3050,28D5,2E2C,339B,2D76,3082,3203,29AB,3217,310B,2A8E,2994,2D05,28FD,3FE6,3125,0000,0000,0000,0000,0000,0000,0000,0000
00800000,2A27,3194,2EBD,3027,2815,2C04,336A,2B80,334F,30C1,2AB9,2ED9,35FD,2EDD,3214,338C,2AC9,3121,3247,2958,29B1,2C8E,2791,4318,2E55,0000,0000,0000,0000,0000,0000,0000,0000
00800000,4A95,2FF5,2CB1,2DCB,277E,2B5B,31F1,2AED,3167,2F4D,2999,2F8E,3365,2DCB,30BA,326B,29AA,3048,2FE1,29E5,28CD,2BBB,2762,433F,2F38,0000,0000,0000,0000,0000,0000,0000,0000
00800000,FBB4,306C,2E7D,3017,2818,2C32,3253,2B73,330D,3086,2A5E,309D,3580,2FEC,3247,31A6,2B57,30F7,30C3,2A74,29D1,2D2D,27A9,73FF,2F99,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0670,3120,2D1A,2F22,27C2,2B31,3152,2B05,3206,3003,27F0,2F3B,34B9,2EC1,30C7,3238,29B7,30F2,3077,299F,29A2,2C4D,2867,AD65,2F07,0000,0000,0000,0000,0000,0000,0000,0000
00800000,637C,3205,2DCA,3011,28CC,2D69,334B,2C35,3253,306D,2A92,2F2A,3466,2F6E,30B0,3252,2ABA,318D,31C8,2AE1,2C3F,2E35,296C,66EC,307D,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0C51,30EB,2D04,2F9A,28A8,2B60,3255,2AA1,3372,30D9,2A0F,2E6C,3533,2EEB,31A7,3366,29DC,3287,31A0,2999,2A5D,2E4D,29D1,51FF,3192,0000,0000,0000,0000,0000,0000,0000,0000
00800000,1402,3164,2C0A,2EFD,27A6,2C89,3177,2B25,328D,30CE,27DC,3006,339C,2E11,315B,3315,2A7F,3127,2FF3,2950,2938,2C82,28C1,564C,3018,0000,0000,0000,0000,0000,0000,0000,0000
00800000,3494,3227,2DEC,2FF6,26D1,2B46,318C,2A7C,32BC,30FB,295A,2E9D,34F7,2F03,30AF,327F,2A2D,325E,318C,29BB,2B62,2D19,29F6,4CD3,2FD2,0000,0000,0000,0000,0000,0000,0000,0000
00800000,5BCF,3181,2DF1,3033,28E5,2C7B,330E,2C33,330F,319C,29E4,304F,35C5,2EEB,3291,33C9,2C05,3329,30B8,2A9A,2B46,2D0B,28D4,50FC,30E9,0000,0000,0000,0000,0000,0000,0000,0000
00800000,B70A,318E,2C60,2F1F,275F,2AD8,3201,2B1D,3191,3078,29E4,2FA7,33F0,3026,30E1,31E0,2A68,2F97,308C,2905,297C,2B79,2869,5B4B,2F54,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0996,314F,2D29,2F85,27F6,2B14,32EB,2B27,32AF,310A,29B5,302C,3401,2E1B,319B,33C6,2AC2,32D6,318F,2BB2,2B77,2DE2,29F5,59AB,3072,0000,0000,0000,0000,0000,0000,0000,0000
00800000,3758,3180,2E38,2F82,27FB,29EA,327E,2A73,3236,30F2,295B,2F18,3417,2DC4,3143,33C9,28E6,3378,3228,2B32,29BC,2C8F,29C7,6A23,302A,0000,0000,0000,0000,0000,0000,0000,0000
00800000,28D6,3174,2E4B,2EC3,27E8,2B0F,32E7,2C17,3307,301F,2B4A,30A4,3574,3037,31FF,3337,2A13,3293,314F,29C1,2AFF,2DCB,290B,4AC6,3071,0000,0000,0000,0000,0000,0000,0000,0000
00800000,378E,31E8,2C3D,2F24,2751,2B26,3314,29FE,32AD,30DE,28C0,2FC2,344C,2F02,31AA,3373,2A4B,313A,3111,2A74,2A29,2D70,28F7,4316,32FB,0000,0000,0000,0000,0000,0000,0000,0000
00800000,DA28,30F1,2D6E,3088,27F3,2C52,323A,2BD3,324A,303D,2AFE,2FDC,3332,2FD3,3200,3484,2A37,3181,319A,299F,2A50,2D9E,28CB,B94D,3086,0000,0000,0000,0000,0000,0000,0000,0000
00800000,92E3,3033,2B4C,2D4D,26B2,29B8,3108,2A02,30C2,2E97,2964,2E76,32F4,2DEF,2FAF,30FC,2750,3039,3051,297D,28B8,2D39,29C9,803C,2E8F,0000,0000,0000,0000,0000,0000,0000,0000
00800000,ED06,3131,2D66,2FA4,2739,2BE1,3348,2A56,323C,305A,2A74,303B,3460,2DCF,320E,32B4,296B,31D8,31A1,2AB0,2A5C,2E94,2A07,3F53,2F20,0000,0000,0000,0000,0000,0000,0000,0000
00800000,7796,3182,2DD7,2F89,2893,2CE9,33AD,2B36,3287,30D8,2BC4,30BF,34C8,2E8F,317A,3236,2A94,31E5,3042,29D8,2A55,2D30,28A2,7507,2EF2,0000,0000,0000,0000,0000,0000,0000,0000
00800000,A31A,2F48,2CF8,2E57,2750,29D7,3126,2A7A,3207,2F14,294D,2E97,33CC,2E4B,3139,32BA,2811,30FF,30B2,2989,2883,2DAF,276D,57BB,2F37,0000,0000,0000,0000,0000,0000,0000,0000
00800000,CE7E,30AC,2C34,2DE7,270B,2AE2,32E5,2B5B,300C,312C,296A,2FA4,3505,2E46,31DD,327A,2991,315F,30ED,296D,2A31,2D80,28F7,4DC5,2F4B,0000,0000,0000,0000,0000,0000,0000,0000
00800000,7F66,314F,2CBD,2F6D,283D,2C2E,334C,2B64,32EF,30AD,29E4,2FC9,3582,2E69,3129,310C,28E5,3354,3163,2A7E,2A9A,2CC0,2810,57FD,2F3A,0000,0000,0000,0000,0000,0000,0000,0000
00800000,F782,3000,2BD8,2EA9,27B6,2BE5,32CE,2BC6,31B9,2F9F,28B6,2F16,35A3,2D01,30CB,307A,2965,3126,3191,2A4A,29A7,2D79,28E1,4EC9,2F7A,0000,0000,0000,0000,0000,0000,0000,0000
00800000,8640,30B5,2CDC,2EC1,288E,2B16,31D6,2A08,309F,3045,2995,2ECF,34B0,2D05,30E8,324F,2A05,323E,3210,2ABF,2B40,2E15,29E8,60AF,3062,0000,0000,0000,0000,0000,0000,0000,0000
00800000,21D3,31DA,2D0D,2EC6,27EA,2C74,33F9,2BC6,32F7,3005,2A27,2F9A,3503,2E4F,31B8,327B,2A87,316B,3150,298C,2A2C,2D5A,28D0,4BA9,300A,0000,0000,0000,0000,0000,0000,0000,0000
00800000,2D74,310D,2D1E,2DDE,2668,2B10,3152,2A67,3213,2F98,2961,2E64,33E6,2DA7,30AA,323F,2A99,32F4,31CB,2AC4,2B20,2D6B,289A,41A1,3048,0000,0000,0000,0000,0000,0000,0000,0000
00800000,AE8F,309D,2C96,2E35,261D,2B91,319C,2A05,3157,2FA6,2801,2E35,33A2,2BAD,301D,3145,2840,32A8,315D,29A2,2AB4,2DEF,287C,5ADB,303C,0000,0000,0000,0000,0000,0000,0000,0000
00800000,7DEB,2FFE,2AB7,2DD2,272D,2BAA,32B3,2A45,333C,3060,29FD,2FEE,34D1,2D01,310B,3322,2A43,307E,3086,2891,29B0,2B81,2861,4096,2FAD,0000,0000,0000,0000,0000,0000,0000,0000
00800000,495E,3147,2CF7,2F57,28B6,2BB7,32F8,2B61,326C,300C,2857,2F16,34F4,2CA8,315C,3146,2AAF,3214,31B3,2A90,2B6B,2F0D,2A21,4BD6,30C6,0000,0000,0000,0000,0000,0000,0000,0000
00800000,5869,3181,2C9B,2F34,2724,2C03,32CB,2ADE,3359,3034,299C,309A,3584,2E37,31F4,32FB,2A89,30E8,30EA,2BA3,2ACB,2F5B,280A,3FB3,37E2,0000,0000,0000,0000,0000,0000,0000,0000
00800000,FBF7,30E2,2C47,2E63,2675,2C1A,32C2,29E9,30AA,2FEA,297F,2F72,3430,2CE6,3013,310A,2964,3177,31A0,299A,2A42,2CF6,27A4,49DE,3167,0000,0000,0000,0000,0000,0000,0000,0000
00800000,E132,3096,2AE4,2D57,2671,2BCB,31BA,298B,31A3,3035,2956,2ED9,33E5,2D7B,30D3,31C8,29E3,3092,307D,2A03,2A2C,2D6E,2884,5C3B,2F7C,0000,0000,0000,0000,0000,0000,0000,0000
00800000,C8B3,3013,2C70,2F29,272B,2BC7,3189,2A1C,30F1,3021,2880,2DC0,346C,2E14,313F,321D,2947,30E0,2FFC,2A82,29A3,2E54,28F5,685F,2E8B,0000,0000,0000,0000,0000,0000,0000,0000
00800000,DB6C,305C,2BD2,2DC1,27B3,2B87,3181,2A07,3284,307F,28E8,2FB5,33B3,2E11,2FA0,3148,2947,317E,3137,2A42,29AC,2D38,2815,40C3,3035,0000,0000,0000,0000,0000,0000,0000,0000
00800000,B297,3003,2C87,2F15,26C5,2B9F,3186,29FB,31CC,2F94,28E7,2E65,349F,2E0E,305B,30AC,2B19,3143,310B,2A2B,2A23,2C6A,282C,41A8,2FDB,0000,0000,0000,0000,0000,0000,0000,0000
00800000,F491,2FCC,2C74,2F98,2738,2BA4,3287,2AB0,32ED,2EF1,292F,2F47,348C,2D9B,2F62,3293,2964,3223,30A0,29A7,2951,2D68,287E,428B,2F85,0000,0000,0000,0000,0000,0000,0000,0000
00800000,58A6,311E,2CAA,2F0B,2977,2D68,331B,2B75,326D,2F9C,2A9A,2FA9,3411,2F62,30E4,3367,2ABE,3168,316D,29C7,2AE6,2E92,298A,4607,2FD0,0000,0000,0000,0000,0000,0000,0000,0000
00800000,C2D7,3091,2CC3,2E1F,2716,2BA2,31C1,2B6E,3213,2F40,2871,2E60,3483,2DF5,2F18,3282,2807,3250,30A2,2A17,2B2B,2DE1,29B5,4878,56AC,0000,0000,0000,0000,0000,0000,0000,0000
00800000,5E0E,3103,2CF6,2DEE,2789,2BDC,326F,29E4,3284,30A5,29EE,3046,33A2,2D73,30E8,31D8,2A1A,30C8,3173,2ABB,2A05,2BD0,27A4,581D,2F6A,0000,0000,0000,0000,0000,0000,0000,0000
00800000,DB30,31F1,2DB3,3012,2924,2CCB,3351,2A7C,3257,30BB,2A01,2FB2,3489,305B,3108,321D,2B73,30D6,2F6B,2A3E,29DA,2CAD,27EE,478B,2F18,0000,0000,0000,0000,0000,0000,0000,0000
00800000,A1FE,3087,2D14,2EC1,2806,2D04,30F9,2AFD,33CD,2FD8,294D,2F19,32FB,2F4F,312D,323E,2972,313C,30A7,2A25,29EB,2D8F,26E8,714B,2EED,0000,0000,0000,0000,0000,0000,0000,0000
00800000,D896,30B2,2D08,2EE0,2880,2B55,3284,2B5F,333E,307E,2978,2FF2,3375,2F8A,30CA,30EF,2B85,3312,30C8,2999,2AA8,2E55,28CD,6CCE,3102,0000,0000,0000,0000,0000,0000,0000,0000
00800000,598B,3020,2C38,2E3D,26D6,2B76,326F,2B7D,3130,2ED1,299D,3017,33FC,2DA2,2F8C,31AB,2889,3121,3094,2963,2968,2CD9,26BD,4D8C,2FF4,0000,0000,0000,0000,0000,0000,0000,0000
00800000,2F81,3085,2C55,2F4A,272F,2C50,3127,2B0A,32EA,30B4,2A19,2FDF,34D8,2E5F,3172,3253,2A87,3195,319D,28E7,2A55,2D3E,2891,5B62,2EE2,0000,0000,0000,0000,0000,0000,0000,0000
00800000,3E95,31D9,2E2C,2E85,27E6,2CEF,32E3,2B33,332E,303C,29CA,2FB1,347B,2E2A,30B8,31D6,2A3B,3103,314F,296B,2A7A,2D77,297B,4D9A,2F58,0000,0000,0000,0000,0000,0000,0000,0000
00800000,A6F0,3143,2D7E,3006,26A9,2CBC,3231,2A9D,3206,3043,29E5,2EBE,341E,2D81,300E,32DF,28A4,3085,30FB,29DD,293E,2E3C,28BC,3F2D,2F1D,0000,0000,0000,0000,0000,0000,0000,0000
00800000,E7B1,31D9,2E02,2F25,274C,2D51,33C8,2A96,3388,2FCF,2A0C,309F,3385,2EA2,31A9,33EF,29C2,32B9,314F,2A92,2A70,2D61,292B,6E75,2F76,0000,0000,0000,0000,0000,0000,0000,0000
00800000,E0CA,2F8A,2CD8,2F94,279A,2BC7,3245,2B51,32B6,3066,295F,2EB2,344B,2D41,2F82,32AE,29F7,3093,30AF,294B,290B,2C98,271F,4F79,2E56,0000,0000,0000,0000,0000,0000,0000,0000
00800000,3899,2FC4,2CE7,2DDA,2691,2B3B,324B,2B05,3163,2F12,2A1B,2E05,3455,2CBF,30A9,314A,2A67,310A,31D4,2B12,29FA,2DA4,28A6,65C1,301A,0000,0000,0000,0000,0000,0000,0000,0000
00800000,4F30,31E1,2E47,2F8B,27F3,2D18,33FE,2BDD,318D,31DE,299A,2FE5,33E3,2E70,3136,3333,2C0C,3276,31A9,2AF7,2964,2D8D,29BB,5194,3133,0000,0000,0000,0000,0000,0000,0000,0000
00800000,3B40,317A,2D70,2ECF,281F,2B86,3333,2A5D,3367,3037,2A32,2F67,3435,2E91,31FD,334D,2B54,3120,3162,2A38,29FF,2C72,27F1,429B,2FA3,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0129,3044,2BDB,2F19,2679,2D36,336D,2B08,32AC,2EC0,28AF,2F16,33FD,2DF5,3149,325F,29D7,331C,306A,2A84,2A8B,2E0C,2912,3FD6,2F25,0000,0000,0000,0000,0000,0000,0000,0000
00800000,D86B,31BF,2C8A,2F17,26A6,2B5F,319A,2A13,3225,300C,2902,2DE2,34B1,2DBB,30A2,3201,2B31,31D3,2F86,28C1,2911,2CF7,2853,4A81,304B,0000,0000,0000,0000,0000,0000,0000,0000
00800000,83D7,3066,2D15,2F74,27B3,2CE0,32A3,2A8F,30E8,3045,29AE,2F00,3489,2D8B,330C,31DF,2909,322B,31A2,29FC,295A,2D57,280C,7FB1,2F9B,0000,0000,0000,0000,0000,0000,0000,0000
00800000,B154,30FF,2D5A,2EEA,2791,2C9C,323E,2B91,3142,2FBB,2B01,2F1B,3566,2E7F,31E4,3282,2981,31C0,30F3,2ABA,2A04,2F7F,28A3,3FDB,301E,0000,0000,0000,0000,0000,0000,0000,0000
00800000,8FC7,30D6,2D34,2DFA,279A,2CBD,3323,296C,32D9,30EA,2AC4,2ED5,342E,2F3A,3098,3269,2A8A,30CE,30E3,293B,29F8,2D39,2839,6601,2F73,0000,0000,0000,0000,0000,0000,0000,0000
00800000,74AA,31BB,2CD0,3039,270D,2B33,3335,2AC0,335A,318D,2917,2ECE,35FF,2E75,3139,328B,293B,314E,3009,2A3F,2922,2D7D,2871,3EEC,2FCC,0000,0000,0000,0000,0000,0000,0000,0000
00800000,E021,3087,2CF9,2E84,26F4,2CF9,32D1,2A70,3246,3013,2A35,2DD4,33FC,2D74,319B,3292,296E,3250,3132,2A85,2AAC,2CDE,28F7,5262,3077,0000,0000,0000,0000,0000,0000,0000,0000
00800000,458E,3007,2C8A,2E64,25A5,2B51,318C,2A01,3262,2F7E,2912,2F23,339C,2D20,30F8,31CB,28A3,30E7,2F88,2AE1,291F,2DC9,28C2,66AC,2DD0,0000,0000,0000,0000,0000,0000,0000,0000
00800000,C4B6,3006,2B8D,2E2E,257C,2A2C,3222,28DA,31C4,2FF3,291D,2D9E,343D,2CFE,3134,322A,2926,3266,311D,29DB,2A33,2E80,2A44,3E7C,3092,0000,0000,0000,0000,0000,0000,0000,0000
00800000,1B32,2F85,2C90,2F1F,25DE,2BC7,3373,2AD6,3258,2FA4,2992,2F1C,33D7,2DA1,30CF,32DE,2AEB,33A6,30AB,2A44,29F8,2E71,2724,8AF3,3000,0000,0000,0000,0000,0000,0000,0000,0000
00800000,4BAB,30E3,2CBD,2FE5,273C,2C64,3232,2A46,32E6,3182,298F,2EDE,346C,2F3C,3171,32F2,2997,3230,313A,2B75,29E1,2DB0,29CC,3F5A,2FEB,0000,0000,0000,0000,0000,0000,0000,0000
00800000,C446,31C7,2B09,2EAA,27D9,2D75,3234,2B44,320B,2FA4,2A3E,2F0B,34A3,2DCC,30A4,3399,29A2,3028,2F56,2929,28ED,2D33,273C,6AEC,2E53,0000,0000,0000,0000,0000,0000,0000,0000
00800000,D3BD,30ED,2C77,2F42,27B7,2C54,3226,2988,3176,2FB9,298E,2F47,3423,2E91,3186,33F6,2A08,30DD,307B,2A4A,2955,2CBF,28F5,43AE,2ED1,0000,0000,0000,0000,0000,0000,0000,0000
00800000,9C6A,2EA8,2B0E,2EB3,2777,2ADF,307D,2999,3255,3083,2915,2E5A,3355,2E60,30C8,3179,2891,3207,3233,29F8,2A46,2D9C,2746,5C0C,2FDF,0000,0000,0000,0000,0000,0000,0000,0000
00800000,B086,3101,2C7F,2F06,27BC,2BF2,3272,2BF6,3228,3101,2947,2EEF,351D,2E34,324E,31AA,286E,32A8,311C,2B71,2C16,2DBA,29F4,51A0,2FE2,0000,0000,0000,0000,0000,0000,0000,0000
00800000,2C63,30A6,2BB4,2ECE,2747,29F6,326D,2B36,3201,305E,299B,2E3C,3499,2EB4,3100,31CB,2A55,3202,31E2,2A70,2B2A,2E70,2877,4379,2F4D,0000,0000,0000,0000,0000,0000,0000,0000
00800000,5E52,2FA7,2C5C,2E47,276D,2B5B,334D,2A59,30CB,2F41,2A22,2EFC,32FF,2F14,30EB,321A,2A09,328E,31F3,2B23,2A95,2DF7,2892,4845,3204,0000,0000,0000,0000,0000,0000,0000,0000
00800000,F57D,2F88,2C43,2DD2,2792,2ADB,3337,2A9B,31DB,2F41,2866,2E22,33AE,2E9B,30E1,2F9A,2904,3217,3222,2A3E,29B2,2C69,27E3,6C4B,2E99,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0AEF,2FEA,2B51,2E50,27BD,2C4E,317F,2A69,316A,30CD,29B5,2F14,3255,2E86,31FE,3234,28B0,3205,3102,28CF,29CB,2BDF,2817,4CEC,3000,0000,0000,0000,0000,0000,0000,0000,0000
00800000,F45D,316B,2C30,2F74,28A1,2BB7,3442,2AE6,32BD,30AA,2A37,302D,3613,2E97,3145,3275,2B66,3107,30D4,291F,2908,2C2F,2867,6FF3,2DAA,0000,0000,0000,0000,0000,0000,0000,0000
00800000,184E,30FF,2C4E,2E29,25E8,2AF3,3175,2A15,3089,308A,29B3,2E96,3419,2D49,3119,3122,2A29,3015,31B3,2B57,29A7,2CF4,28B8,7EE0,2E9A,0000,0000,0000,0000,0000,0000,0000,0000
00800000,3335,3085,2C3D,2F69,2678,2B88,325A,2A65,31F0,2F1D,2978,2F62,34CE,2F4A,31A3,3281,29C6,32C6,316C,2997,2A28,2D06,2862,5CEA,2F15,0000,0000,0000,0000,0000,0000,0000,0000
00800000,7A13,3156,2BFC,2F51,2880,2C2D,3355,2B20,32E3,314A,2A89,2FBA,33A5,2F23,30D1,3341,2B44,31B0,3126,299D,28E5,2C63,28B6,4139,2F40,0000,0000,0000,0000,0000,0000,0000,0000
00800000,F899,30AE,2C09,2E72,27D2,2BB3,31F3,2BB7,30FC,2DCB,2903,2DDA,351B,2D6B,306B,31DF,2A47,313F,3009,2958,290E,2BF8,27A7,4B6F,2FDB,0000,0000,0000,0000,0000,0000,0000,0000
00800000,B391,2F04,2CFC,2F48,27F9,2CA5,3129,2AFC,3190,30E7,29E3,2EAA,33D6,2F56,31F7,3180,2906,3066,2FA7,2946,295A,2CCF,2868,536B,2EF9,0000,0000,0000,0000,0000,0000,0000,0000
00800000,CF67,307B,2BE5,2CA1,27C5,2B50,318C,29BD,30BD,2F9C,2A17,2EA5,33ED,2DCE,30FC,318F,2A22,3021,3097,2842,2914,2C77,26BE,49F7,2EA3,0000,0000,0000,0000,0000,0000,0000,0000
00800000,169B,2FF2,2B75,2EDB,2601,2B2B,320F,29DE,302B,3018,29B4,2F76,3391,2DC0,30FC,308C,2909,3196,311B,2A38,2933,2DA0,270F,523B,2F91,0000,0000,0000,0000,0000,0000,0000,0000
00800000,4320,3054,2BE7,2E4A,2841,2B84,32C6,2A50,312B,307C,29C3,2E4A,346A,2DF5,30C1,319E,299B,31B8,2EE6,29B3,29D1,2DA2,27B3,5552,2E23,0000,0000,0000,0000,0000,0000,0000,0000
00800000,F2C4,2F6F,2C3B,2DDD,2694,2AFF,318D,295E,3138,3074,2945,2DB6,31FE,2E53,30F1,31F6,2923,3348,31B9,2AE4,2B34,2CE9,27B6,433D,310B,0000,0000,0000,0000,0000,0000,0000,0000
00800000,9562,306F,2C22,2EF7,2891,2B49,31D4,2B23,32D0,308E,2A24,2F7D,3423,2E03,328E,31B5,2A3C,323C,3183,2A48,28C8,2D5E,278F,407E,2EBA,0000,0000,0000,0000,0000,0000,0000,0000
00800000,26E1,318C,2D00,2FEE,27E9,2BF7,3293,2B6C,3365,304E,29EB,2F11,3527,2F38,3248,3317,2ACE,30C4,30F2,296A,2899,2C01,2704,4AE2,3042,0000,0000,0000,0000,0000,0000,0000,0000
00800000,2B0F,31BA,2DC5,311C,295D,2DE3,33E0,2BBC,32F8,3187,2A68,30BF,3519,2F3E,33E1,33A5,2AEC,31BF,30FE,2ADF,2A53,2E44,29AF,41BC,309D,0000,0000,0000,0000,0000,0000,0000,0000
00800000,2014,306F,2D02,2EA4,2634,2B18,31FA,2A8A,32C4,2FC7,2AD8,2E33,32EE,2D09,2FFD,31CE,294A,30A5,30F7,28CC,2A13,2DAA,28CB,481B,2FF6,0000,0000,0000,0000,0000,0000,0000,0000
00800000,293C,3070,2D96,2FB7,2772,2B7E,3327,2B3E,3409,30B2,2A3F,2F0B,3466,302B,3150,3303,2B93,312F,325A,29E6,2921,2D0B,28C9,4702,4976,0000,0000,0000,0000,0000,0000,0000,0000
00800000,221A,3009,2C7A,2FA8,27AB,2ADD,320B,2B20,331B,2F3B,2A80,2E42,33F5,2F20,30BB,31E0,2A23,3176,30AC,2A16,2AA1,2D05,286B,4856,3043,0000,0000,0000,0000,0000,0000,0000,0000
00800000,3CF6,314B,2BEC,2E06,2608,2BD2,319B,29EB,325E,319A,2866,2FA5,3403,2E4F,2FDE,3159,29D8,313A,3128,2828,285B,2D76,2753,7D3E,2DD0,0000,0000,0000,0000,0000,0000,0000,0000
00800000,C62B,30A9,2C8D,2F4D,2741,2B73,3260,2AD7,32A8,3106,2A64,2FC0,3403,2F47,3101,330A,290D,30D6,316A,27F4,27FE,2C9A,2748,3EE1,2E1E,0000,0000,0000,0000,0000,0000,0000,0000
00800000,2053,2FEA,2C18,2E71,2676,2BFD,318C,2A59,3340,317D,2A30,2F6B,336F,2EC5,3161,31AF,2A6D,3157,304E,2980,2905,2B41,27EF,59D5,2E0E,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0C28,2FE1,2C83,2F6E,271A,2C77,32C3,2AFF,31D5,30E8,2A0E,2F08,33C3,2DD4,31F9,326C,2A2B,30FD,313A,295E,27D2,2C5C,27FD,6EA5,2D9D,0000,0000,0000,0000,0000,0000,0000,0000
00800000,8D30,30E7,2D43,2E32,26BB,2B5E,3265,2974,3281,2FC9,2A60,2E81,33AC,2D3A,3161,30F4,28A9,31E7,3221,29F5,2A13,2E16,2914,3F77,2E92,0000,0000,0000,0000,0000,0000,0000,0000
00800000,CEFE,31A4,2C41,2E54,274C,2B09,3285,2A7A,3110,316E,2983,2F02,34DA,2E44,3075,3347,28D8,30A8,30C9,2A63,2950,2D71,280F,3EB6,2E74,0000,0000,0000,0000,0000,0000,0000,0000
00800000,5F10,3052,2D49,2EC8,2772,2D79,32D9,2B34,31AC,3132,295A,2F86,348D,2E6C,3184,32F0,28B3,3254,324A,2AB7,2B64,2E93,293F,73A5,2F61,0000,0000,0000,0000,0000,0000,0000,0000
00800000,9F2A,301B,2B26,2E4C,264A,2A86,316E,28EE,3032,300E,2885,2E1B,3393,2CA2,2F31,3105,275D,3216,31C6,2B53,2AB5,2E9A,290E,538B,3013,0000,0000,0000,0000,0000,0000,0000,0000
00800000,8E13,316F,2DBE,2FE4,27FD,2BE4,321F,2B14,3293,30DC,2A61,2E05,33F8,2E84,3106,33CE,28D7,31E3,3112,2A21,2B0A,2DBD,29AE,68B9,2FCB,0000,0000,0000,0000,0000,0000,0000,0000
00800000,9B34,31D3,2D0B,2F17,268D,2BE7,334A,2BE6,31C4,30F8,2A1B,2F5B,359D,2E6B,318C,32E8,2A49,3316,3288,2B5F,2A9A,2D86,27BA,88D4,2FF2,0000,0000,0000,0000,0000,0000,0000,0000
00800000,7C58,3050,2BD7,2F57,2741,2C1F,31D3,2AF8,31E7,31CB,2997,2E6A,3419,2E45,3002,31D7,28D9,3278,3225,2CAE,2A15,2E6B,2A28,52A5,309F,0000,0000,0000,0000,0000,0000,0000,0000
00800000,D100,304A,2C19,2D8E,2819,2BA4,31B2,2B6B,307B,309B,298B,2F0D,3436,2D77,3018,3195,277E,31BA,3140,2A6C,29D4,2D7C,28C6,69F2,43EF,0000,0000,0000,0000,0000,0000,0000,0000
00800000,10EA,2FFB,2C03,2ED2,2845,2BB0,32E0,2A43,30F7,304F,29A3,2F61,340A,2DAA,3033,3210,288A,31D8,3149,2A7C,2A3A,2CFF,2903,3FAF,2FF6,0000,0000,0000,0000,0000,0000,0000,0000
00800000,F323,314D,2DC7,2F16,27A1,2C8C,322C,2B35,3232,3181,2B04,301B,3554,2F40,3199,33FD,29A1,30C5,31F0,2922,29A1,2CF4,275D,44D1,2F74,0000,0000,0000,0000,0000,0000,0000,0000
00800000,CDE8,2F8B,2D0E,2E2E,2802,2B5E,3266,29D1,3102,2E28,29DF,2F5F,3410,2D8C,30FD,31B5,2848,312D,31D5,2AA8,2AD7,2E62,28A9,4D1F,2FFD,0000,0000,0000,0000,0000,0000,0000,0000
00800000,D04E,3105,2C7B,2E90,272A,2C24,31CD,2AD9,2F80,300B,28AE,2F4F,3388,2E31,305C,31DA,27EC,329E,31DC,2AB1,2A19,2E22,295B,4090,31B7,0000,0000,0000,0000,0000,0000,0000,0000
00800000,279E,3156,2E0B,2FFD,289D,2C43,32C9,2AB1,32E0,3151,2A5A,3008,34A3,2E16,31AE,32FB,28F9,317F,30DF,29E0,29CF,2C6A,2955,55D4,3032,0000,0000,0000,0000,0000,0000,0000,0000
00800000,8D6E,311D,2D11,2EF8,280F,2B80,3285,2A22,3263,2F9C,297F,2FDB,34EF,2EC8,31E8,32FD,28EE,31CC,30ED,29D3,275B,2CAD,28B6,5FEE,2EB0,0000,0000,0000,0000,0000,0000,0000,0000
00800000,DF56,3155,2C59,2C93,2620,2B44,3127,2B0A,306B,2FA3,289E,2E6A,32AE,2C32,301B,30C1,2885,317D,3114,2977,2940,2DC2,286C,4318,2FA9,0000,0000,0000,0000,0000,0000,0000,0000
00800000,BC41,2FD8,2B94,2DB7,27A9,2ACB,3283,297C,3041,2EB9,27D5,2E90,338F,2D3A,3007,3118,286B,3262,30B0,29BA,29F2,2CBE,28CD,3EF9,2FD0,0000,0000,0000,0000,0000,0000,0000,0000
00800000,006E,30A8,2D21,2E69,2761,2C44,3266,2989,31CC,303A,28CF,2F6B,338D,2C76,3068,2FF9,28B6,30DC,2FE1,2A15,29CB,2BAF,27D2,6321,2E62,0000,0000,0000,0000,0000,0000,0000,0000
00800000,498D,3198,2DD6,2ED1,2887,2C98,335C,2AA0,3297,311D,2A1D,303B,3530,2E42,325D,314D,29E5,3175,30E6,29D2,295A,2C7D,285D,60AC,2EB3,0000,0000,0000,0000,0000,0000,0000,0000
00800000,FDA8,2FFC,2CCE,2DF0,26A5,2BE8,3161,2990,312D,2FF2,2878,2E03,3309,2B55,2F7E,30FD,28B7,3163,3038,2928,292A,2D05,288F,5344,2F29,0000,0000,0000,0000,0000,0000,0000,0000
00800000,45B0,2FB9,2CAF,2FDB,2728,2BF2,31C4,2962,3336,3035,29EA,2E1C,334E,2ECD,30A9,3130,2937,31B7,3193,2ADC,2956,2D3B,2870,411D,30DB,0000,0000,0000,0000,0000,0000,0000,0000
