treshold, rate
12040, 47.400000
12080, 45.800000
12120, 47.400000
12160, 50.000000
12200, 49.900000
12240, 47.900000
12280, 48.000000
12320, 49.100000
12360, 48.100000
12400, 53.600000
12440, 46.300000
12480, 45.500000
12520, 47.600000
12560, 50.600000
12600, 45.200000
12640, 45.400000
12680, 49.100000
12720, 48.400000
12760, 43.900000
12800, 50.900000
12840, 44.700000
12880, 48.500000
12920, 44.000000
12960, 45.000000
13000, 46.200000
13040, 45.800000
13080, 44.400000
13120, 47.400000
13160, 44.800000
13200, 47.300000
13240, 47.200000
13280, 45.000000
13320, 46.300000
13360, 47.300000
13400, 45.000000
13440, 48.200000
13480, 44.200000
13520, 47.000000
13560, 46.600000
13600, 48.700000
13640, 47.000000
13680, 46.400000
13720, 43.700000
13760, 48.000000
13800, 48.400000
13840, 47.000000
13880, 44.400000
13920, 45.100000
13960, 49.200000
14000, 46.400000
14040, 45.700000
14080, 47.900000
14120, 47.200000
14160, 47.200000
14200, 45.600000
14240, 43.500000
14280, 47.300000
14320, 41.700000
14360, 46.100000
14400, 43.600000
14440, 47.600000
14480, 44.000000
14520, 45.700000
14560, 48.000000
14600, 50.900000
14640, 44.500000
14680, 42.900000
14720, 45.800000
14760, 45.700000
14800, 47.400000
14840, 44.800000
14880, 46.900000
14920, 44.900000
14960, 46.500000
15000, 47.100000
15040, 46.700000
15080, 46.200000
15120, 48.100000
15160, 43.700000
15200, 48.000000
15240, 46.200000
15280, 43.700000
15320, 44.900000
15360, 43.700000
15400, 45.500000
15440, 47.300000
15480, 47.700000
15520, 43.500000
15560, 48.400000
15600, 42.600000
15640, 45.300000
15680, 49.900000
15720, 40.100000
15760, 43.400000
15800, 44.900000
15840, 45.400000
15880, 43.400000
15920, 40.900000
15960, 42.100000
16000, 43.000000
16040, 44.300000
16080, 44.200000
16120, 49.400000
16160, 46.400000
16200, 25.500000
16240, 0.000000
16280, 0.000000
16320, 0.000000
16360, 0.000000
