treshold, rate
0, 299.000000
136, 911.466614
272, 816.733337
408, 700.333313
544, 591.566711
680, 519.599976
816, 447.233307
952, 393.100006
1088, 359.600006
1224, 327.700012
1360, 301.600006
1496, 279.100006
1632, 254.433334
1768, 235.966675
1904, 223.566666
2040, 203.666672
2176, 190.133347
2312, 173.866653
2448, 160.166672
2584, 151.699997
2720, 141.599991
2856, 130.100006
2992, 118.466667
3128, 106.466667
3264, 99.333336
3400, 97.633331
3536, 95.099998
3672, 88.000000
3808, 81.333336
3944, 79.299995
4080, 76.866661
4216, 76.033333
4352, 70.900002
4488, 65.833336
4624, 64.433334
4760, 56.600002
4896, 53.799999
5032, 48.866669
5168, 44.466663
5304, 39.866665
5440, 35.433334
5576, 32.400002
5712, 28.966667
5848, 21.199999
5984, 19.366667
6120, 19.033335
6256, 17.600000
6392, 17.133333
6528, 16.199999
6664, 14.733334
6800, 16.033333
6936, 13.666667
7072, 13.300000
7208, 11.866666
7344, 12.900001
7480, 12.833333
7616, 11.766666
7752, 10.333333
7888, 11.133334
8024, 8.833333
8160, 8.599999
8296, 9.766666
8432, 9.400000
8568, 7.700000
8704, 7.966667
8840, 7.533333
8976, 7.400000
9112, 6.133333
9248, 6.166667
9384, 5.966667
9520, 5.433333
9656, 5.100000
9792, 4.900000
9928, 5.200000
10064, 5.100000
10200, 4.933333
10336, 4.466667
10472, 4.800000
10608, 4.800000
10744, 4.966667
10880, 4.600000
11016, 4.733334
11152, 5.000000
11288, 4.933333
11424, 5.166667
11560, 4.600000
11696, 4.566667
11832, 4.166667
11968, 4.366666
12104, 3.966667
12240, 4.000000
12376, 3.666667
12512, 4.633334
12648, 4.866667
12784, 5.066667
12920, 4.933333
13056, 4.666667
13192, 4.866667
13328, 4.366666
13464, 3.733333
13600, 4.833333
13736, 4.700000
13872, 4.733333
14008, 4.166667
14144, 4.733333
14280, 4.200000
14416, 4.333333
14552, 4.266667
14688, 4.666667
14824, 4.200000
14960, 4.700000
15096, 3.933333
15232, 4.500000
15368, 4.933333
15504, 4.300000
15640, 3.800000
15776, 4.666667
15912, 4.866667
16048, 4.300000
16184, 0.233333
16320, 0.000000
