lower (MeV), upper (MeV), rate
0.000000, 0.100000, 782.200012
0.100000, 0.200000, 563.500000
0.200000, 0.300000, 483.450012
0.300000, 0.400000, 583.500000
0.400000, 0.500000, 238.100006
0.500000, 0.600000, 200.949997
0.600000, 0.700000, 179.199997
0.700000, 0.800000, 155.600006
0.800000, 0.900000, 138.800003
0.900000, 1.000000, 136.100006
1.000000, 1.100000, 122.449997
1.100000, 1.200000, 112.550003
1.200000, 1.300000, 111.199997
1.300000, 1.400000, 104.849998
1.400000, 1.500000, 88.900002
1.500000, 1.600000, 94.650002
1.600000, 1.700000, 94.000000
1.700000, 1.800000, 83.150002
1.800000, 1.900000, 66.500000
1.900000, 2.000000, 67.849998
2.000000, 2.100000, 113.700005
2.100000, 2.200000, 87.849998
2.200000, 2.300000, 44.750000
2.300000, 2.400000, 38.500000
2.400000, 2.500000, 36.549999
2.500000, 2.600000, 35.450001
2.600000, 2.700000, 32.549999
2.700000, 2.799999, 32.799999
2.799999, 2.899999, 32.500000
2.899999, 2.999999, 31.450001
2.999999, 3.099999, 29.550001
3.099999, 3.199999, 32.400002
3.199999, 3.299999, 34.200001
3.299999, 3.399999, 33.849998
3.399999, 3.499999, 32.400002
3.499999, 3.599999, 37.649998
3.599999, 3.699999, 44.700001
3.699999, 3.799999, 42.349998
3.799999, 3.899998, 34.349998
3.899998, 3.999998, 27.850000
3.999998, 4.099998, 34.549999
4.099998, 4.199998, 40.450001
4.199998, 4.299998, 27.750000
4.299998, 4.399998, 15.549999
4.399998, 4.499998, 10.200000
4.499998, 4.599998, 10.050000
4.599998, 4.699998, 10.550000
4.699998, 4.799998, 9.650001
4.799998, 4.899998, 10.650001
4.899998, 4.999998, 9.200000
4.999998, 5.099998, 8.250000
5.099998, 5.199997, 8.500000
5.199997, 5.299997, 7.600000
5.299997, 5.399997, 8.150000
5.399997, 5.499997, 7.700000
5.499997, 5.599997, 6.700000
5.599997, 5.699997, 6.950000
5.699997, 5.799997, 6.100000
5.799997, 5.899997, 5.900000
5.899997, 5.999997, 5.100000
5.999997, 6.099997, 5.850000
6.099997, 6.199996, 5.800000
6.199996, 6.299996, 4.350000
6.299996, 6.399996, 3.900000
6.399996, 6.499996, 4.550000
6.499996, 6.599996, 4.100000
6.599996, 6.699996, 3.500000
6.699996, 6.799996, 2.950000
6.799996, 6.899996, 2.850000
6.899996, 6.999996, 2.300000
6.999996, 7.099996, 2.950000
7.099996, 7.199996, 3.000000
7.199996, 7.299995, 1.700000
7.299995, 7.399995, 1.450000
7.399995, 7.499995, 1.700000
7.499995, 7.599995, 1.300000
7.599995, 7.699995, 1.350000
7.699995, 7.799995, 0.700000
7.799995, 7.899995, 0.850000
7.899995, 7.999995, 0.950000
7.999995, 8.099995, 0.500000
8.099995, 8.199995, 0.400000
8.199995, 8.299995, 0.150000
