lower (MeV), upper (MeV), rate
0.000000, 0.100000, 1329.150024
0.100000, 0.200000, 1011.400024
0.200000, 0.300000, 971.849976
0.300000, 0.400000, 937.350037
0.400000, 0.500000, 391.049988
0.500000, 0.600000, 328.750000
0.600000, 0.700000, 282.250000
0.700000, 0.800000, 249.399994
0.800000, 0.900000, 243.649994
0.900000, 1.000000, 219.500000
1.000000, 1.100000, 207.599991
1.100000, 1.200000, 193.800003
1.200000, 1.300000, 185.449997
1.300000, 1.400000, 164.750000
1.400000, 1.500000, 151.899994
1.500000, 1.600000, 164.350006
1.600000, 1.700000, 143.699997
1.700000, 1.800000, 129.600006
1.800000, 1.900000, 106.349998
1.900000, 2.000000, 142.750000
2.000000, 2.100000, 177.449997
2.100000, 2.200000, 108.250000
2.200000, 2.300000, 72.550003
2.300000, 2.400000, 67.000000
2.400000, 2.500000, 64.150002
2.500000, 2.600000, 63.950001
2.600000, 2.700000, 59.849998
2.700000, 2.799999, 60.349998
2.799999, 2.899999, 56.950001
2.899999, 2.999999, 56.150002
2.999999, 3.099999, 59.500000
3.099999, 3.199999, 65.199997
3.199999, 3.299999, 62.799999
3.299999, 3.399999, 64.349998
3.399999, 3.499999, 66.849998
3.499999, 3.599999, 75.099998
3.599999, 3.699999, 84.950005
3.699999, 3.799999, 76.599998
3.799999, 3.899998, 60.049999
3.899998, 3.999998, 65.800003
3.999998, 4.099998, 77.349998
4.099998, 4.199998, 66.849998
4.199998, 4.299998, 38.700001
4.299998, 4.399998, 25.250000
4.399998, 4.499998, 19.549999
4.499998, 4.599998, 18.400000
4.599998, 4.699998, 15.550000
4.699998, 4.799998, 17.450001
4.799998, 4.899998, 15.599999
4.899998, 4.999998, 16.900000
4.999998, 5.099998, 13.950000
5.099998, 5.199997, 14.150001
5.199997, 5.299997, 14.800000
5.299997, 5.399997, 14.000000
5.399997, 5.499997, 11.850000
5.499997, 5.599997, 10.900000
5.599997, 5.699997, 10.500000
5.699997, 5.799997, 9.050000
5.799997, 5.899997, 10.150000
5.899997, 5.999997, 9.000000
5.999997, 6.099997, 8.850000
6.099997, 6.199996, 7.200000
6.199996, 6.299996, 6.100000
6.299996, 6.399996, 5.450000
6.399996, 6.499996, 5.100000
6.499996, 6.599996, 5.650000
6.599996, 6.699996, 5.250000
6.699996, 6.799996, 4.900000
6.799996, 6.899996, 3.800000
6.899996, 6.999996, 3.750000
6.999996, 7.099996, 2.650000
7.099996, 7.199996, 2.500000
7.199996, 7.299995, 2.550000
7.299995, 7.399995, 2.150000
7.399995, 7.499995, 2.150000
7.499995, 7.599995, 2.200000
7.599995, 7.699995, 1.450000
7.699995, 7.799995, 1.050000
7.799995, 7.899995, 1.250000
7.899995, 7.999995, 0.650000
7.999995, 8.099995, 0.200000
8.099995, 8.199995, 0.450000
8.199995, 8.299995, 0.000000
