lower (MeV), upper (MeV), rate
0.000000, 0.100000, 1342.250000
0.100000, 0.200000, 1201.400024
0.200000, 0.300000, 1217.550049
0.300000, 0.400000, 508.100006
0.400000, 0.500000, 405.649994
0.500000, 0.600000, 367.149994
0.600000, 0.700000, 315.299988
0.700000, 0.800000, 287.950012
0.800000, 0.900000, 260.899994
0.900000, 1.000000, 248.850006
1.000000, 1.100000, 232.850006
1.100000, 1.200000, 218.900009
1.200000, 1.300000, 198.600006
1.300000, 1.400000, 190.949997
1.400000, 1.500000, 198.500000
1.500000, 1.600000, 185.750000
1.600000, 1.700000, 160.449997
1.700000, 1.800000, 139.349991
1.800000, 1.900000, 195.050003
1.900000, 2.000000, 204.300003
2.000000, 2.100000, 127.349998
2.100000, 2.200000, 93.800003
2.200000, 2.300000, 82.349998
2.300000, 2.400000, 80.949997
2.400000, 2.500000, 79.300003
2.500000, 2.600000, 78.299995
2.600000, 2.700000, 74.000000
2.700000, 2.799999, 71.250000
2.799999, 2.899999, 73.900002
2.899999, 2.999999, 81.650002
2.999999, 3.099999, 81.349998
3.099999, 3.199999, 84.650002
3.199999, 3.299999, 85.349998
3.299999, 3.399999, 94.199997
3.399999, 3.499999, 113.700005
3.499999, 3.599999, 105.849998
3.599999, 3.699999, 92.050003
3.699999, 3.799999, 84.949997
3.799999, 3.899998, 103.349998
3.899998, 3.999998, 99.750000
3.999998, 4.099998, 67.800003
4.099998, 4.199998, 45.849998
4.199998, 4.299998, 37.049999
4.299998, 4.399998, 28.700001
4.399998, 4.499998, 23.600000
4.499998, 4.599998, 21.299999
4.599998, 4.699998, 20.700001
4.699998, 4.799998, 18.299999
4.799998, 4.899998, 17.200001
4.899998, 4.999998, 18.049999
4.999998, 5.099998, 16.800001
5.099998, 5.199997, 17.049999
5.199997, 5.299997, 15.050000
5.299997, 5.399997, 16.450001
5.399997, 5.499997, 13.350000
5.499997, 5.599997, 12.600000
5.599997, 5.699997, 13.450000
5.699997, 5.799997, 11.450000
5.799997, 5.899997, 10.200000
5.899997, 5.999997, 10.950000
5.999997, 6.099997, 8.300000
6.099997, 6.199996, 8.450000
6.199996, 6.299996, 7.850000
6.299996, 6.399996, 5.400000
6.399996, 6.499996, 5.800000
6.499996, 6.599996, 5.600000
6.599996, 6.699996, 4.050000
6.699996, 6.799996, 3.650000
6.799996, 6.899996, 4.700000
6.899996, 6.999996, 3.150000
6.999996, 7.099996, 4.050000
7.099996, 7.199996, 2.350000
7.199996, 7.299995, 3.050000
7.299995, 7.399995, 2.800000
7.399995, 7.499995, 1.900000
7.499995, 7.599995, 1.900000
7.599995, 7.699995, 1.650000
7.699995, 7.799995, 1.550000
7.799995, 7.899995, 0.850000
7.899995, 7.999995, 0.600000
7.999995, 8.099995, 0.350000
8.099995, 8.199995, 0.250000
8.199995, 8.299995, 0.200000
