lower (MeV), upper (MeV), rate
0.000000, 0.100000, 1254.250000
0.100000, 0.200000, 925.049988
0.200000, 0.300000, 780.250000
0.300000, 0.400000, 1013.399963
0.400000, 0.500000, 423.649994
0.500000, 0.600000, 311.600006
0.600000, 0.700000, 270.100006
0.700000, 0.800000, 242.399994
0.800000, 0.900000, 211.300003
0.900000, 1.000000, 201.699997
1.000000, 1.100000, 181.099991
1.100000, 1.200000, 172.949997
1.200000, 1.300000, 163.800003
1.300000, 1.400000, 152.550003
1.400000, 1.500000, 134.649994
1.500000, 1.600000, 131.000000
1.600000, 1.700000, 136.600006
1.700000, 1.800000, 130.850006
1.800000, 1.900000, 110.650002
1.900000, 2.000000, 94.150002
2.000000, 2.100000, 108.250000
2.100000, 2.200000, 169.100006
2.200000, 2.300000, 106.349998
2.300000, 2.400000, 62.849998
2.400000, 2.500000, 59.299999
2.500000, 2.600000, 52.799999
2.600000, 2.700000, 52.849998
2.700000, 2.799999, 50.950001
2.799999, 2.899999, 51.849998
2.899999, 2.999999, 52.700001
2.999999, 3.099999, 49.649998
3.099999, 3.199999, 48.099998
3.199999, 3.299999, 52.599998
3.299999, 3.399999, 54.149998
3.399999, 3.499999, 51.450001
3.499999, 3.599999, 53.099998
3.599999, 3.699999, 54.600002
3.699999, 3.799999, 67.900002
3.799999, 3.899998, 70.150002
3.899998, 3.999998, 58.500000
3.999998, 4.099998, 48.500000
4.099998, 4.199998, 50.049999
4.199998, 4.299998, 69.150002
4.299998, 4.399998, 61.299999
4.399998, 4.499998, 35.250000
4.499998, 4.599998, 21.799999
4.599998, 4.699998, 17.350000
4.699998, 4.799998, 17.799999
4.799998, 4.899998, 14.650000
4.899998, 4.999998, 13.950000
4.999998, 5.099998, 12.500000
5.099998, 5.199997, 13.500000
5.199997, 5.299997, 13.100000
5.299997, 5.399997, 13.550000
5.399997, 5.499997, 13.250000
5.499997, 5.599997, 11.750000
5.599997, 5.699997, 10.700000
5.699997, 5.799997, 10.250000
5.799997, 5.899997, 10.150001
5.899997, 5.999997, 9.150000
5.999997, 6.099997, 9.350000
6.099997, 6.199996, 8.600000
6.199996, 6.299996, 7.250000
6.299996, 6.399996, 6.700000
6.399996, 6.499996, 5.350000
6.499996, 6.599996, 5.600000
6.599996, 6.699996, 3.900000
6.699996, 6.799996, 4.550000
6.799996, 6.899996, 3.550000
6.899996, 6.999996, 3.200000
6.999996, 7.099996, 3.350000
7.099996, 7.199996, 3.150000
7.199996, 7.299995, 3.150000
7.299995, 7.399995, 2.300000
7.399995, 7.499995, 2.550000
7.499995, 7.599995, 2.300000
7.599995, 7.699995, 1.450000
7.699995, 7.799995, 1.400000
7.799995, 7.899995, 2.050000
7.899995, 7.999995, 1.500000
7.999995, 8.099995, 1.500000
8.099995, 8.199995, 1.000000
8.199995, 8.299995, 1.250000
