lower (MeV), upper (MeV), rate
0.000000, 0.100000, 2400.800049
0.100000, 0.200000, 1558.849976
0.200000, 0.300000, 1626.650024
0.300000, 0.400000, 1315.400024
0.400000, 0.500000, 527.200012
0.500000, 0.600000, 448.250000
0.600000, 0.700000, 388.399994
0.700000, 0.800000, 330.399994
0.800000, 0.900000, 306.299988
0.900000, 1.000000, 279.100006
1.000000, 1.100000, 257.200012
1.100000, 1.200000, 240.550003
1.200000, 1.300000, 215.000000
1.300000, 1.400000, 212.050003
1.400000, 1.500000, 210.149994
1.500000, 1.600000, 192.399994
1.600000, 1.700000, 161.300003
1.700000, 1.800000, 151.100006
1.800000, 1.900000, 267.000000
1.900000, 2.000000, 186.199997
2.000000, 2.100000, 94.750000
2.100000, 2.200000, 78.900002
2.200000, 2.300000, 78.300003
2.300000, 2.400000, 72.650002
2.400000, 2.500000, 70.550003
2.500000, 2.600000, 71.900002
2.600000, 2.700000, 65.299995
2.700000, 2.799999, 66.449997
2.799999, 2.899999, 72.699997
2.899999, 2.999999, 76.250000
2.999999, 3.099999, 71.199997
3.099999, 3.199999, 72.800003
3.199999, 3.299999, 87.699997
3.299999, 3.399999, 100.000000
3.399999, 3.499999, 93.150002
3.499999, 3.599999, 72.599998
3.599999, 3.699999, 79.099998
3.699999, 3.799999, 96.450005
3.799999, 3.899998, 70.500000
3.899998, 3.999998, 37.700001
3.999998, 4.099998, 24.600000
4.099998, 4.199998, 22.500000
4.199998, 4.299998, 18.200001
4.299998, 4.399998, 17.500000
4.399998, 4.499998, 16.699999
4.499998, 4.599998, 15.799999
4.599998, 4.699998, 16.700001
4.699998, 4.799998, 16.950001
4.799998, 4.899998, 14.900000
4.899998, 4.999998, 13.100000
4.999998, 5.099998, 12.600000
5.099998, 5.199997, 13.000000
5.199997, 5.299997, 13.650000
5.299997, 5.399997, 11.250000
5.399997, 5.499997, 10.200000
5.499997, 5.599997, 9.050000
5.599997, 5.699997, 9.850000
5.699997, 5.799997, 7.250000
5.799997, 5.899997, 7.100000
5.899997, 5.999997, 6.750000
5.999997, 6.099997, 6.250000
6.099997, 6.199996, 4.650000
6.199996, 6.299996, 4.950000
6.299996, 6.399996, 4.700000
6.399996, 6.499996, 4.300000
6.499996, 6.599996, 3.150000
6.599996, 6.699996, 3.250000
6.699996, 6.799996, 3.150000
6.799996, 6.899996, 3.000000
6.899996, 6.999996, 2.900000
6.999996, 7.099996, 2.350000
7.099996, 7.199996, 1.650000
7.199996, 7.299995, 1.550000
7.299995, 7.399995, 1.250000
7.399995, 7.499995, 0.500000
7.499995, 7.599995, 0.200000
7.599995, 7.699995, 0.200000
7.699995, 7.799995, 0.200000
7.799995, 7.899995, 0.050000
7.899995, 7.999995, 0.200000
7.999995, 8.099995, 0.200000
8.099995, 8.199995, 0.000000
8.199995, 8.299995, 0.100000
