lower (MeV), upper (MeV), rate
0.000000, 0.100000, 1017.549988
0.100000, 0.200000, 731.400024
0.200000, 0.300000, 589.700012
0.300000, 0.400000, 791.599976
0.400000, 0.500000, 406.899994
0.500000, 0.600000, 258.299988
0.600000, 0.700000, 225.350006
0.700000, 0.800000, 212.250000
0.800000, 0.900000, 185.800003
0.900000, 1.000000, 176.750000
1.000000, 1.100000, 160.149994
1.100000, 1.200000, 150.800003
1.200000, 1.300000, 133.150009
1.300000, 1.400000, 131.800003
1.400000, 1.500000, 118.400002
1.500000, 1.600000, 108.800003
1.600000, 1.700000, 104.000000
1.700000, 1.800000, 104.900002
1.800000, 1.900000, 95.300003
1.900000, 2.000000, 81.349998
2.000000, 2.100000, 67.650002
2.100000, 2.200000, 103.349998
2.200000, 2.300000, 115.050003
2.300000, 2.400000, 66.550003
2.400000, 2.500000, 47.850002
2.500000, 2.600000, 46.950001
2.600000, 2.700000, 44.649998
2.700000, 2.799999, 38.350002
2.799999, 2.899999, 38.650002
2.899999, 2.999999, 37.950001
2.999999, 3.099999, 40.250000
3.099999, 3.199999, 37.350002
3.199999, 3.299999, 37.299999
3.299999, 3.399999, 41.799999
3.399999, 3.499999, 41.700001
3.499999, 3.599999, 41.400002
3.599999, 3.699999, 38.299999
3.699999, 3.799999, 40.450001
3.799999, 3.899998, 46.549999
3.899998, 3.999998, 51.549999
3.999998, 4.099998, 44.750000
4.099998, 4.199998, 35.500000
4.199998, 4.299998, 34.850002
4.299998, 4.399998, 46.349998
4.399998, 4.499998, 47.649998
4.499998, 4.599998, 31.900000
4.599998, 4.699998, 19.050001
4.699998, 4.799998, 14.200000
4.799998, 4.899998, 12.850000
4.899998, 4.999998, 13.300000
4.999998, 5.099998, 12.050000
5.099998, 5.199997, 10.450000
5.199997, 5.299997, 10.050000
5.299997, 5.399997, 10.400000
5.399997, 5.499997, 10.250000
5.499997, 5.599997, 8.650001
5.599997, 5.699997, 8.700000
5.699997, 5.799997, 9.200000
5.799997, 5.899997, 8.849999
5.899997, 5.999997, 8.349999
5.999997, 6.099997, 7.700000
6.099997, 6.199996, 8.000000
6.199996, 6.299996, 6.750000
6.299996, 6.399996, 5.950000
6.399996, 6.499996, 5.600000
6.499996, 6.599996, 5.900000
6.599996, 6.699996, 5.300000
6.699996, 6.799996, 4.200000
6.799996, 6.899996, 4.750000
6.899996, 6.999996, 3.850000
6.999996, 7.099996, 3.400000
7.099996, 7.199996, 2.650000
7.199996, 7.299995, 2.850000
7.299995, 7.399995, 2.750000
7.399995, 7.499995, 2.850000
7.499995, 7.599995, 2.350000
7.599995, 7.699995, 1.750000
7.699995, 7.799995, 1.750000
7.799995, 7.899995, 1.200000
7.899995, 7.999995, 1.550000
7.999995, 8.099995, 2.000000
8.099995, 8.199995, 1.250000
8.199995, 8.299995, 1.400000
